@Relation EEGDataTraining_74

@ATTRIBUTE AF3 NUMERIC
@ATTRIBUTE F7 NUMERIC
@ATTRIBUTE F3 NUMERIC
@ATTRIBUTE FC5 NUMERIC
@ATTRIBUTE T7 NUMERIC
@ATTRIBUTE P7 NUMERIC
@ATTRIBUTE O1 NUMERIC
@ATTRIBUTE O2 NUMERIC
@ATTRIBUTE P8 NUMERIC
@ATTRIBUTE T8 NUMERIC
@ATTRIBUTE FC6 NUMERIC
@ATTRIBUTE F4 NUMERIC
@ATTRIBUTE F8 NUMERIC
@ATTRIBUTE AF4 NUMERIC
@ATTRIBUTE Feature15 NUMERIC
@ATTRIBUTE Feature16 NUMERIC
@ATTRIBUTE Feature17 NUMERIC
@ATTRIBUTE Feature18 NUMERIC
@ATTRIBUTE Feature19 NUMERIC
@ATTRIBUTE Feature20 NUMERIC
@ATTRIBUTE Feature21 NUMERIC
@ATTRIBUTE Feature22 NUMERIC
@ATTRIBUTE Feature23 NUMERIC
@ATTRIBUTE Feature24 NUMERIC
@ATTRIBUTE Feature25 NUMERIC
@ATTRIBUTE Feature26 NUMERIC
@ATTRIBUTE Feature27 NUMERIC
@ATTRIBUTE Feature28 NUMERIC
@ATTRIBUTE Feature29 NUMERIC
@ATTRIBUTE Feature30 NUMERIC
@ATTRIBUTE Feature31 NUMERIC
@ATTRIBUTE Feature32 NUMERIC
@ATTRIBUTE Feature33 NUMERIC
@ATTRIBUTE Feature34 NUMERIC
@ATTRIBUTE Feature35 NUMERIC
@ATTRIBUTE Feature36 NUMERIC
@ATTRIBUTE Feature37 NUMERIC
@ATTRIBUTE Feature38 NUMERIC
@ATTRIBUTE Feature39 NUMERIC
@ATTRIBUTE Feature40 NUMERIC
@ATTRIBUTE Feature41 NUMERIC
@ATTRIBUTE Feature42 NUMERIC
@ATTRIBUTE Feature43 NUMERIC
@ATTRIBUTE Feature44 NUMERIC
@ATTRIBUTE Feature45 NUMERIC
@ATTRIBUTE Feature46 NUMERIC
@ATTRIBUTE Feature47 NUMERIC
@ATTRIBUTE Feature48 NUMERIC
@ATTRIBUTE Feature49 NUMERIC
@ATTRIBUTE Feature50 NUMERIC
@ATTRIBUTE Feature51 NUMERIC
@ATTRIBUTE Feature52 NUMERIC
@ATTRIBUTE Feature53 NUMERIC
@ATTRIBUTE Feature54 NUMERIC
@ATTRIBUTE Feature55 NUMERIC
@ATTRIBUTE Feature56 NUMERIC
@ATTRIBUTE Feature57 NUMERIC
@ATTRIBUTE Feature58 NUMERIC
@ATTRIBUTE Feature59 NUMERIC
@ATTRIBUTE Feature60 NUMERIC
@ATTRIBUTE Feature61 NUMERIC
@ATTRIBUTE Feature62 NUMERIC
@ATTRIBUTE Feature63 NUMERIC
@ATTRIBUTE Feature64 NUMERIC
@ATTRIBUTE Feature65 NUMERIC
@ATTRIBUTE Feature66 NUMERIC
@ATTRIBUTE Feature67 NUMERIC
@ATTRIBUTE Feature68 NUMERIC
@ATTRIBUTE Feature69 NUMERIC
@ATTRIBUTE Feature70 NUMERIC
@ATTRIBUTE Feature71 NUMERIC
@ATTRIBUTE Feature72 NUMERIC
@ATTRIBUTE Feature73 NUMERIC
@ATTRIBUTE Feature74 NUMERIC
@ATTRIBUTE eyeDetection {0,1}

@DATA
4409.23,4054.36,4293.85,4137.95,4330.77,4604.62,4056.41,4608.72,4204.62,4248.21,4248.21,4317.44,4678.46,4478.97,4083.32,4064.93,4146.95,4185.98,3972.55,4091.93,3957.26,3952.25,4145.06,4003.91,4092.7,4026.26,4069.92,4094.95,4165.26,4099.71,4000.66,4119.61,4050.07,4014.66,3973.94,4131.63,3960.83,3977.13,4005.07,4122.49,4093.3,4137.7,4146.44,4172.07,4179.06,4149.15,4054.83,4143.1,4180.72,4171.56,4155.53,4158.32,4170.19,4106.47,4181.55,4084.4,4140.84,3979.94,4185.79,4110.04,4149.75,3977.0,3972.77,4103.19,3952.25,4126.89,4052.71,4010.79,3976.27,3982.68,4175.4,4180.34,4081.38,4157.9,1
4332.82,4047.69,4287.69,4151.28,4333.33,4609.23,4063.08,4601.54,4184.1,4188.72,4165.64,4281.03,4545.13,4362.56,3992.22,4169.21,4127.74,4022.32,4135.41,4019.33,4045.06,4024.1,4046.03,4134.33,3995.47,4031.76,4018.88,4016.05,4103.55,4109.89,4115.92,4069.43,4109.24,4040.06,4043.57,4192.52,4195.13,4084.53,4165.52,3983.95,4014.75,4034.64,3980.9,3993.86,3980.46,4191.92,4038.47,4144.23,4166.56,3994.79,4086.31,4113.52,4129.5,4138.28,4011.3,4111.33,4184.86,4168.04,4199.31,4087.9,4141.64,3972.54,4128.32,4010.95,4179.84,4015.29,4058.63,4130.42,4012.39,4197.56,4187.25,4184.1,4113.77,4006.69,1
4295.38,4015.9,4274.87,4124.62,4348.72,4616.41,4084.1,4623.59,4205.13,4238.97,4215.9,4287.18,4610.77,4379.49,4041.96,3967.49,4061.97,4087.46,4050.15,4017.41,4060.55,3993.69,3987.36,4156.19,4174.2,4136.92,4170.54,4130.44,4126.84,4166.23,4163.86,4150.95,3989.58,4141.09,3978.64,4063.65,4096.49,4013.78,3997.43,4146.84,4081.27,4007.65,4040.7,4123.83,3980.65,4175.17,4170.4,4195.17,4079.91,4187.56,4132.48,4178.05,4107.83,4149.28,4178.65,4016.55,4093.67,4118.24,4165.27,3978.68,4101.77,4121.15,3981.9,3953.6,4152.46,4029.92,4181.23,4148.08,4098.59,4029.32,4123.53,3987.72,3984.62,3967.79,1
4326.15,4044.1,4282.56,4123.59,4344.1,4618.97,4103.08,4616.92,4208.21,4231.28,4222.56,4304.1,4626.67,4380,4164.67,4182.13,4021.83,4170.68,3961.63,4012.42,4120.36,4114.94,3976.49,3997.57,4019.75,3950.5,4187.11,3960.42,3984.64,4031.44,3965.18,4066.03,4152.98,4109.67,3981.98,4194.66,3966.87,4091.44,4025.14,4005.62,4181.85,4155.5,4196.95,4134.49,4006.47,4045.73,3989.88,4034.33,3975.41,4044.65,4125.86,4043.75,4029.24,4165.16,3966.77,3959.13,4045.57,4064.46,4015.37,4018.44,3960.62,4057.15,4101.33,4157.89,3993.39,4157.02,4175.3,4072.5,4177.91,4014.14,4011.41,4145.27,4004.5,4184.07,1
4290.77,4007.18,4266.15,4114.87,4343.08,4626.67,4060,4624.62,4212.31,4244.62,4211.79,4286.15,4623.08,4362.56,3991.83,4029.81,3980.36,4083.04,4179.52,4163.23,3983.97,4132.06,4035.93,4029.18,3991.37,3981.93,4135.83,3982.08,4116.73,4162.25,3998.25,4145.26,4102.44,3997.65,4137.86,4028.37,4184.81,4060.3,4169.17,3961.45,4194.34,3950.78,4189.27,3970.65,4144.79,4020.34,4031.06,3969.98,4032.66,4164.91,4030.09,4085.29,4195.52,4002.19,3989.56,4110.41,4016.87,4122.56,4074.79,4197.79,3955.08,4064.38,4045.93,4121.84,4080.93,4076.15,4152.98,4007.14,3978.75,4068.39,4134.04,4168.95,4180.02,4010.74,0
4233.33,4026.67,4245.64,4137.44,4351.28,4619.49,4058.97,4605.13,4185.13,4179.49,4132.82,4244.1,4481.54,4263.08,4148.49,4199.55,4129.94,4087.22,4152.97,4121.61,4087.14,4180.45,4051.6,4028.56,4025.41,4173.7,3957.74,4149.88,4048.69,3956.76,4114.08,4013.45,4006.76,4047.97,4026.74,3973.81,3995.18,4159.33,4119.54,4197.39,3985.03,4155.47,4089.3,4165.57,4066.79,4053.16,4070.31,3981.23,4104.82,3985.76,4163.39,4084.12,4058.27,3953.17,4061.36,4018.48,4151.81,4122.08,4137.64,4112.52,4060.29,4158.6,4039.83,4025.21,3978.94,4000.06,4146.71,4103.07,4157.88,4145.23,3956.33,4012.88,4160.87,4036.69,0
4310.26,4020,4265.13,4136.41,4338.46,4608.21,4057.95,4592.82,4186.67,4207.18,4191.28,4273.33,4595.38,4375.38,3993.32,4003.9,3967.84,4172.38,3963.47,3999.49,4114.89,4080.03,4058.15,4079.78,4107.36,4019.0,4194.86,4120.75,4036.5,4099.08,4183.3,4077.5,4038.64,4064.15,4188.3,4155.33,3972.02,4165.25,4165.55,4118.56,4135.12,4180.2,4068.92,4125.5,4036.01,4012.72,4074.97,4151.51,4113.19,4127.75,3951.37,4132.48,4031.97,4076.71,4079.95,4118.43,4069.3,4007.11,4156.89,4045.9,3993.65,4157.21,4199.65,4048.33,4165.24,4175.14,4002.13,4018.93,4165.19,4074.59,4071.81,4092.36,4062.2,4153.41,1
4288.72,4007.69,4243.59,4120,4345.64,4577.44,4093.85,4598.46,4179.49,4216.92,4190.77,4269.74,4585.64,4338.97,4173.25,4082.66,4025.42,4042.97,4028.15,4001.73,4073.46,4086.22,4084.29,3967.23,4087.66,4011.23,4059.07,4063.54,3969.64,4057.41,4144.51,4124.88,4028.0,4098.01,3962.49,4173.79,4170.67,3990.37,4185.3,4121.69,3997.84,4115.88,4056.24,4165.21,4019.67,4174.43,3981.81,4102.9,4089.31,4168.17,4128.93,4168.99,4022.41,4118.38,4196.14,4098.6,4155.32,4184.44,4072.88,3967.22,4031.73,4111.55,4097.72,4025.83,4019.3,4128.31,4108.45,4012.94,4173.38,4141.4,4037.88,4132.42,4160.35,4170.27,0
4298.46,4017.44,4267.18,4120.51,4329.23,4613.85,4081.54,4598.97,4194.87,4227.69,4176.41,4278.97,4592.31,4357.95,4102.07,4059.65,4009.59,4130.33,3984.1,4116.74,3957.23,4106.78,3979.09,4080.42,4090.97,4134.73,4139.31,4151.97,4137.62,4018.82,3966.65,4039.54,4010.18,4184.88,4134.67,4083.06,4196.61,4078.91,4057.61,4197.94,4172.09,4133.7,4132.48,3953.81,4177.69,4107.68,3976.15,4069.25,3985.55,4026.72,4111.0,3982.83,4102.01,4088.06,4005.84,3987.1,4107.54,4079.33,4138.78,3981.71,4058.17,4083.69,4085.08,4053.55,4000.01,4075.48,4181.09,4086.87,3991.7,4024.98,3963.68,3975.78,4090.71,4156.63,0
4284.1,4008.21,4263.59,4121.54,4327.18,4605.13,4044.62,4593.33,4176.41,4210.26,4195.9,4274.36,4611.28,4347.69,4150.11,4169.64,4073.79,4155.84,3950.09,4073.07,4111.13,3973.27,4165.12,4009.17,4015.77,3969.59,4079.36,3990.6,4183.14,4108.66,4015.5,4129.99,4058.81,4016.43,4012.97,4144.42,4106.32,3996.48,3969.07,4128.52,4136.67,4026.06,4055.97,3955.38,4162.87,4028.62,4112.74,4056.83,4100.66,4003.87,3987.04,3962.11,3974.11,4143.77,4165.44,4055.98,4181.04,4056.98,4048.79,4164.72,4170.09,3982.34,4191.69,4042.71,3954.06,3952.54,4036.82,4047.7,4045.08,4093.58,3999.83,3950.79,4158.0,4099.96,1
4308.21,4021.03,4281.54,4120.51,4349.74,4630.26,4080.51,4630.77,4225.64,4258.97,4225.13,4293.33,4620.51,4367.69,4116.17,4095.45,3982.18,4149.8,4108.78,3976.35,3999.38,4010.0,4090.02,4146.5,4038.15,4114.39,4188.49,4084.59,4171.13,3980.54,4011.51,4025.54,4119.35,4029.54,4157.98,4058.22,4082.03,4097.96,4199.75,4058.42,4160.84,4054.46,3985.83,4063.34,3976.22,4131.15,3996.84,3964.72,4175.82,4023.11,3972.29,4105.57,4057.79,4056.56,4120.77,4103.91,3994.82,4064.27,4159.35,4119.89,4083.88,4107.17,3950.25,4153.0,4155.94,4138.4,4184.94,4005.06,4108.3,3991.65,3989.54,3965.21,4139.88,3966.32,0
4450.77,4045.13,4289.74,4124.1,4319.49,4586.15,4067.69,4614.87,4206.15,4255.9,4290.77,4348.21,4774.87,4537.44,4056.25,3971.85,4187.73,4130.26,3966.97,4155.14,3993.36,4122.3,4012.82,4019.31,3985.74,4125.98,3983.61,4133.1,3954.49,4024.12,4152.68,4094.32,4161.96,3965.18,4027.58,4120.75,4046.45,4095.2,4184.47,4060.05,4053.17,4072.14,4143.68,4170.34,3985.64,4079.81,4025.3,4111.31,4019.17,4014.95,4037.72,4142.07,4186.97,4015.22,4066.14,4153.95,4145.33,4105.74,4094.4,4026.12,4083.66,4078.97,4005.38,4016.74,3997.05,4017.53,4049.16,4055.41,4120.64,4027.45,4135.95,4106.57,4090.44,4165.55,0
7222.05,3797.95,1040,3733.85,6040.51,362564,6350.26,5361.54,1357.95,6215.38,3273.33,3091.28,276.41,715897,4128.55,4108.47,4036.59,4120.95,4157.51,4005.95,4121.29,4065.32,4171.71,4154.04,4013.24,3966.1,4164.48,4185.93,4178.5,4175.43,4017.53,4058.12,4174.89,4018.15,4128.68,4111.48,4062.46,4056.72,4100.99,4159.95,4133.65,3954.99,3976.73,3998.5,3963.22,3954.22,4161.91,4081.9,4086.62,4077.74,3992.47,4046.42,4120.1,4064.44,4041.14,3984.43,3990.48,4025.5,3983.14,4163.35,4064.83,4156.87,4181.11,3985.67,4000.46,4108.37,4149.28,4197.96,4011.89,4056.39,4044.64,4097.56,3999.22,4127.69,0
4215.38,3967.69,4214.36,4094.36,4331.79,4614.87,4074.36,4610.77,4204.62,4214.36,4171.28,4241.54,4547.69,4290.77,4007.05,3978.15,4184.41,4179.43,4003.58,4097.05,4092.57,4074.33,4125.83,4014.67,4098.76,4074.08,4092.67,4096.85,4185.31,4179.71,4085.97,4184.11,4104.83,4030.2,4010.34,3955.08,4141.84,4081.19,4165.27,4166.58,4044.62,4045.61,4135.37,3983.5,4073.75,4095.47,4194.35,4131.65,4066.17,3983.45,4179.91,4157.14,4144.99,4092.4,4049.77,3969.53,4199.21,4048.84,4197.24,4028.59,4026.41,3973.55,4062.55,4165.9,3977.3,3986.5,4085.4,4048.72,4026.87,4021.6,4076.54,4077.59,3973.22,3991.61,0
4255.9,3998.97,4230.77,4118.46,4342.56,4615.9,4098.46,4581.54,4183.08,4191.79,4170.77,4256.92,4546.15,4302.56,3957.71,4086.22,3991.96,4050.21,4150.6,4141.41,4157.75,4017.93,4153.94,4088.85,4049.67,4144.69,4044.8,3989.15,4173.41,4095.63,4078.54,3965.52,3983.45,3959.42,3977.74,4176.1,4119.98,4020.81,4073.76,4091.33,4081.36,3979.12,4159.64,4016.41,4044.61,4099.54,4181.03,4162.33,4088.07,4105.74,4165.2,4108.48,4052.64,4125.22,4150.61,3984.25,4092.58,4058.35,4189.76,4035.41,4152.48,4142.48,4014.95,4027.75,4159.06,3975.71,4148.85,3979.0,3997.8,4099.58,4066.14,4007.62,3991.29,4052.17,0
4387.69,3993.33,4300,4133.85,4350.26,4621.03,4079.49,4601.03,4192.82,4255.38,4230.77,4316.92,4663.08,4445.64,4079.11,4107.01,3972.93,4187.31,4086.66,4043.1,3984.72,4083.29,4050.69,4182.75,4141.97,4142.98,4097.19,3969.22,4191.01,4146.4,4154.83,4082.46,4032.91,4155.76,4188.07,4172.39,4156.26,4099.94,4047.81,4006.78,4039.19,4114.28,3999.98,4178.39,3966.52,3998.0,4097.43,4051.81,4019.89,4158.51,4112.11,4175.02,4003.25,4177.74,4091.85,4091.61,4082.08,4063.23,4053.86,4158.7,4157.88,4150.82,4142.85,4084.13,4035.86,4140.14,4127.65,4039.51,4144.44,4159.36,4102.88,4149.22,3970.38,4030.25,1
4272.82,4014.36,4252.82,4111.28,4334.36,4608.21,4046.15,4605.64,4189.23,4217.95,4189.74,4261.54,4609.23,4335.38,4075.09,4042.12,4053.03,4198.31,4050.41,4093.37,4011.75,4167.38,4164.55,4057.48,4038.38,4042.1,4110.52,4118.41,4167.91,4021.77,4107.33,4046.44,4173.79,4066.7,4052.03,4004.46,4153.1,4106.6,4096.45,4008.18,3967.08,4069.86,4098.4,4017.49,4099.39,4091.37,4128.52,4024.91,4190.74,3978.44,3964.93,4082.98,4128.21,4195.6,3983.74,4116.74,3991.02,3958.66,3963.26,4190.2,3964.73,4106.65,4153.85,4098.21,4182.3,4056.63,4107.83,4197.89,4142.41,4073.61,4099.8,4011.96,4047.28,3966.3,1
4352.31,3987.69,4280,4137.44,4327.69,4612.31,4073.33,4605.13,4196.92,4233.85,4192.82,4305.64,4647.69,4425.64,4081.95,4010.9,3975.14,4093.86,4061.51,3982.23,4095.19,3980.82,3991.73,4006.47,4009.23,4078.74,4077.06,4172.29,4099.03,4146.47,4115.93,4067.8,4139.49,4189.68,4006.41,4072.3,4061.75,3992.49,4159.99,4135.18,4180.06,4187.81,4192.71,4191.58,3966.81,4074.18,4079.33,4139.55,4022.88,4098.99,4074.55,4068.52,4006.61,4163.39,3972.4,4148.79,4038.51,4048.13,4151.1,4154.97,4068.48,4173.71,4135.36,4107.7,3995.04,4152.99,4140.16,4050.41,3952.74,4197.49,4002.36,4034.6,3964.8,3999.33,1
4280,4005.13,4255.38,4106.67,4331.79,4607.18,4049.23,4597.44,4179.49,4215.38,4185.13,4264.1,4600.51,4334.36,4153.71,4017.83,4192.02,3958.08,4094.43,4091.32,4143.48,4099.37,4095.73,3950.56,4171.99,4103.0,4141.22,3953.13,4166.8,4128.22,4186.38,4182.14,3985.38,3977.66,4007.71,4167.06,4071.93,4063.96,3962.83,4020.17,3974.13,4067.96,3985.83,4063.87,4016.7,4195.7,4176.97,4095.43,4120.64,4095.28,4191.34,4163.86,3985.54,4175.34,4036.26,3953.8,4121.72,4113.35,4176.95,4154.39,4043.06,4127.1,4182.13,3952.22,4179.43,4168.78,4067.5,4069.38,4116.87,4110.04,4022.09,3982.75,4189.72,4162.17,1
4289.74,4013.85,4264.1,4137.44,4325.64,4615.9,4065.13,4594.36,4177.95,4208.21,4179.49,4268.72,4582.05,4338.46,4175.91,4196.68,4021.03,4076.8,4108.0,3965.75,4043.79,4013.54,4087.92,4097.85,4141.53,4076.88,4001.56,4146.07,4041.49,3952.97,4039.14,4162.4,4111.84,4043.57,4045.43,3963.55,4197.01,4043.48,4021.82,4193.86,4164.3,3970.92,4003.12,3998.12,4120.42,4035.92,3976.88,3960.55,3956.0,3955.1,4103.44,3997.34,4173.72,4134.26,4139.55,4118.36,4161.99,4086.0,4196.29,4181.11,4149.09,4053.88,4192.79,4133.07,3982.54,3959.91,3963.75,4169.6,4011.31,3997.05,4120.73,4140.61,4060.55,4130.39,0
4309.74,4005.13,4263.59,4127.69,4348.21,4621.54,4077.95,4610.26,4215.9,4242.56,4215.38,4292.82,4620.51,4367.69,4057.14,4173.28,4086.98,4088.21,4104.04,4136.93,4075.53,4157.55,4028.46,4173.31,4176.14,4092.16,3958.84,3999.42,4137.27,4191.58,4137.26,3965.2,4102.33,4128.42,4079.03,4119.71,4095.82,3964.36,4193.87,4090.36,4061.21,4186.16,4194.16,4005.59,4040.74,4173.44,4026.41,4081.93,4102.26,4053.68,4098.62,4123.63,4036.03,4145.34,4077.74,3964.81,4029.06,4177.24,4153.66,4015.16,4156.08,4053.22,3978.98,3965.91,4113.8,4076.06,4135.42,3987.99,3970.75,4112.04,3969.86,4050.46,4071.78,4178.58,0
4290.77,4030.77,4270.77,4135.38,4343.59,4623.59,4046.15,4601.54,4193.33,4227.18,4204.62,4281.03,4629.74,4346.67,4062.89,4006.51,4016.58,4187.05,3971.28,4069.07,4109.88,4104.97,4055.01,4066.71,4181.13,4117.46,3987.92,4071.23,4084.11,4184.89,4095.21,4197.49,4026.52,3960.63,4008.05,4093.37,4149.11,4003.14,4060.6,3963.71,3988.64,4120.97,4040.0,4005.94,4147.84,4010.02,4059.97,4069.87,3976.3,4110.18,4030.48,3967.23,4081.52,4126.67,3999.3,4012.38,4011.44,4103.4,4198.35,4161.52,4183.77,4081.94,4118.86,4058.42,4125.38,4046.42,4167.18,4094.22,3988.91,4178.44,4198.93,4153.78,4082.74,4111.99,1
4256.92,3970.77,4261.54,4105.13,4338.46,4637.95,4102.05,4637.44,4217.95,4231.79,4196.41,4282.05,4591.79,4343.08,4113.74,3970.42,4147.18,4081.13,4164.5,4002.41,4118.01,4074.98,4051.02,3971.97,4069.35,3959.98,4176.32,4169.16,4010.76,4001.73,4048.69,4038.84,4117.02,4006.13,4038.16,4183.66,4185.52,4041.51,4016.98,4137.54,4006.62,4128.82,4174.26,4174.72,4121.69,3960.53,4120.59,4076.49,4083.52,4081.01,4074.29,4105.6,4021.83,4016.2,4073.33,4114.3,3973.93,4161.83,4051.97,3952.92,3960.44,4153.02,4098.38,4106.93,4108.95,3969.74,4188.64,3989.98,4191.49,4029.51,3972.06,4132.65,4121.85,4027.82,0
4263.08,3978.46,4239.49,4097.44,4335.9,4609.74,4074.36,4602.56,4187.18,4222.05,4189.23,4260,4604.1,4341.03,4156.87,3977.28,4011.44,3993.73,3981.93,4114.81,4170.21,4191.54,3968.52,4104.2,4145.39,4004.89,4085.79,3952.57,4017.61,4057.72,4127.48,4182.74,3997.92,4151.39,3996.39,4133.56,4100.75,4111.71,3950.69,4024.78,4139.41,4021.0,3996.0,4171.3,4135.71,4137.51,3956.16,4140.19,4126.95,4148.28,4197.67,4030.7,4058.07,4044.15,4013.64,4082.62,3996.18,4012.22,4127.54,4084.7,4133.36,4182.36,4089.58,4182.65,4085.57,4192.53,3954.65,3990.53,4110.48,3976.23,4051.93,4038.05,4160.94,3990.07,1
4281.54,4006.15,4260.51,4128.21,4331.79,4623.08,4068.21,4600.51,4193.33,4224.62,4184.1,4271.79,4587.69,4331.79,4094.84,4097.04,4010.22,4026.01,4120.27,4164.29,4016.82,4083.0,3987.64,4153.78,4143.74,4046.87,4121.41,4121.43,4181.71,4042.29,4193.54,4055.18,4068.22,3968.46,4191.27,3986.57,4010.29,4065.6,4150.77,4131.74,4028.56,3997.04,4116.74,4157.48,4034.15,4130.24,4176.03,3965.09,3967.36,3969.41,4183.72,4030.14,3977.18,4074.88,4140.15,4142.0,4183.78,4100.11,4181.63,4043.66,4116.17,4165.7,4125.62,4061.17,4063.45,4068.88,4056.09,3965.94,3956.48,3961.39,4178.17,4028.52,3978.76,3996.06,0
4289.23,4001.54,4261.54,4120,4327.69,4610.26,4060,4629.74,4205.64,4229.74,4196.41,4286.67,4602.56,4363.08,4064.66,4010.6,4164.18,4074.73,4166.61,4113.94,4079.62,4133.43,4017.94,4197.36,3962.78,4041.34,4066.82,4002.61,4063.54,3996.65,4187.51,4044.44,3974.56,4183.54,4008.82,3995.98,4108.62,4124.62,4029.72,4064.56,3987.28,4135.29,4029.11,4166.72,4191.8,4094.31,4138.26,4134.77,4123.01,4034.34,4199.46,4191.47,4064.31,3998.09,4069.98,4192.52,4127.56,4191.14,4035.76,4033.03,4133.81,4125.81,4116.14,4009.98,4025.8,4060.03,4080.49,4123.46,4062.11,3975.39,4170.91,3967.84,4043.45,3956.52,0
4269.74,3955.9,4257.95,4093.33,4326.67,4615.38,4077.44,4635.9,4211.79,4226.67,4196.92,4275.38,4586.67,4335.38,4003.95,3954.63,4165.32,3999.16,4172.51,4001.46,4071.98,4014.94,4049.98,3988.55,4092.45,4090.89,4121.79,4165.62,4100.3,4194.17,4041.31,4147.93,3985.73,4136.98,4086.42,4179.01,4186.88,4022.05,4004.6,4067.21,4065.8,4116.71,3985.77,3972.54,3974.83,3952.1,3954.34,4104.16,4128.39,4126.98,3993.05,4085.62,4040.99,4189.85,4088.15,4074.71,4062.93,4128.99,4127.64,4077.51,3963.62,4148.61,4044.24,4094.26,4188.2,4100.33,3987.42,3950.34,4133.78,4130.39,4104.1,4062.26,4092.44,4039.27,0
4277.44,4000,4260.51,4113.85,4343.59,4613.85,4065.64,4591.79,4178.46,4210.77,4182.05,4271.79,4612.31,4349.23,4120.87,4023.27,4158.95,4149.51,3990.69,4009.17,4035.46,4065.15,4116.09,4015.91,4027.29,4195.32,4102.95,4010.79,4096.17,4107.27,4118.54,3988.49,4194.86,4105.25,4126.39,4023.35,4167.72,4084.25,3976.59,4047.5,4025.91,4126.42,4166.48,4180.37,3958.38,4054.97,4083.48,4023.61,4050.66,4164.77,3995.58,4062.35,4153.03,4044.54,4095.61,3967.74,4188.03,4045.35,4021.6,3997.29,4118.97,3995.14,4045.82,4085.3,4097.57,3983.92,4044.12,4173.02,4190.99,4050.02,4182.74,4013.66,4199.52,4089.22,1
4312.31,3962.05,4262.56,4108.21,4339.49,4621.54,4103.59,4637.95,4221.54,4243.08,4234.87,4312.82,4655.38,4392.82,4005.35,4160.73,3982.42,4143.29,4067.06,4156.15,4029.15,4029.61,4123.64,3994.36,4173.33,4025.67,4158.13,4102.87,4057.16,4109.45,4139.52,4194.12,4049.87,4181.24,4131.65,4137.97,4105.77,3984.76,4160.63,4125.2,4079.92,4121.08,4163.6,4025.85,4179.99,4133.34,4067.55,4061.68,4108.62,4135.16,4159.39,4104.86,4148.47,4097.87,4087.51,4097.55,4191.75,4029.75,4167.51,3990.07,4152.41,4180.02,4106.07,4108.54,4090.12,3982.96,4188.23,4014.7,4097.7,4107.26,4092.14,4024.2,4001.55,4017.1,1
4326.67,4027.18,4265.64,4113.85,4340,4616.41,4063.08,4590.77,4192.31,4238.97,4204.62,4290.77,4607.69,4377.95,3992.91,4095.91,4182.99,4196.65,4045.48,4017.64,4105.27,4165.49,4098.49,4155.4,4065.17,4161.92,3956.45,3970.41,4024.12,4119.64,3954.68,4041.22,4112.88,4127.03,4038.29,3960.5,3987.53,4099.77,4010.09,4042.93,4008.76,4160.98,4195.95,4074.81,3978.54,4096.22,4047.78,4066.12,4011.23,4178.95,4178.76,3995.97,3968.98,4096.73,4011.46,4090.88,4127.13,4172.82,4004.05,4144.69,4030.81,4032.98,4063.59,3985.34,4197.6,4077.87,4178.01,4111.04,3977.32,4138.81,4005.09,4060.86,4185.38,4193.27,0
4277.95,3993.85,4238.46,4106.15,4327.69,4606.67,4048.21,4592.82,4175.9,4208.21,4178.97,4257.95,4604.62,4329.74,3984.98,4013.76,4020.37,4113.04,3978.36,4015.96,4041.49,4032.72,4086.99,3960.13,4120.82,4016.59,4031.48,4134.96,3962.45,4028.75,4009.93,4177.77,4097.41,4187.16,4071.72,4095.07,4198.48,3955.28,4023.3,4066.73,4109.07,4085.85,3971.77,4022.65,3974.45,4011.46,4181.96,3999.4,4088.11,4198.61,4114.01,4145.33,4020.26,3952.78,3983.87,3950.04,4162.24,4145.7,3983.93,4052.76,3979.13,3963.64,4164.79,3965.05,4027.12,4004.22,4027.63,4009.43,4058.52,4147.94,4153.41,4102.94,4191.0,4059.25,1
4330.77,4024.62,4275.9,4120,4344.62,4627.18,4070.77,4601.54,4196.41,4240.51,4209.74,4292.82,4621.54,4386.15,4037.97,3973.35,4032.19,4173.36,4068.38,4114.26,4081.46,4145.96,4037.91,3972.13,3968.24,4023.25,4026.55,4167.61,4165.1,4179.11,4030.17,4064.4,4060.22,4022.91,3957.36,4168.01,4141.68,4160.94,4165.9,4052.12,3974.89,4172.87,3967.82,4143.24,4100.31,4093.45,4189.2,4128.99,4019.78,4124.89,4193.89,4066.34,4044.5,4093.68,4147.52,3955.77,4088.38,4096.29,4102.75,4087.67,4089.41,4113.39,4155.49,4160.73,3973.58,3998.72,4010.59,4174.59,4117.13,4073.13,4049.29,3953.43,3996.6,4162.86,0
4271.28,4005.64,4236.41,4085.64,4343.08,4620.51,4105.64,4626.67,4216.41,4227.18,4190.77,4274.87,4617.44,4333.85,3954.08,4150.89,4143.96,3979.25,4139.92,4185.66,3956.62,4085.76,3958.91,3999.52,4092.65,4173.39,4178.04,4086.01,3955.84,3974.28,4066.69,4128.08,4072.68,3995.51,4187.23,4119.85,3993.2,4092.12,4107.56,4012.82,4113.74,3976.55,4016.6,4192.75,4037.2,4198.63,3958.8,4032.7,4043.8,3967.08,4085.5,4073.17,4154.39,4146.54,3999.03,4080.36,4006.59,4061.27,4187.64,3989.65,4064.1,4134.6,4021.1,4006.51,3953.55,4002.52,4092.26,4109.05,4177.72,4185.29,3952.15,4126.02,4022.6,4040.19,1
