@Relation EEGDataTesting_44

@ATTRIBUTE AF3 NUMERIC
@ATTRIBUTE F7 NUMERIC
@ATTRIBUTE F3 NUMERIC
@ATTRIBUTE FC5 NUMERIC
@ATTRIBUTE T7 NUMERIC
@ATTRIBUTE P7 NUMERIC
@ATTRIBUTE O1 NUMERIC
@ATTRIBUTE O2 NUMERIC
@ATTRIBUTE P8 NUMERIC
@ATTRIBUTE T8 NUMERIC
@ATTRIBUTE FC6 NUMERIC
@ATTRIBUTE F4 NUMERIC
@ATTRIBUTE F8 NUMERIC
@ATTRIBUTE AF4 NUMERIC
@ATTRIBUTE Feature15 NUMERIC
@ATTRIBUTE Feature16 NUMERIC
@ATTRIBUTE Feature17 NUMERIC
@ATTRIBUTE Feature18 NUMERIC
@ATTRIBUTE Feature19 NUMERIC
@ATTRIBUTE Feature20 NUMERIC
@ATTRIBUTE Feature21 NUMERIC
@ATTRIBUTE Feature22 NUMERIC
@ATTRIBUTE Feature23 NUMERIC
@ATTRIBUTE Feature24 NUMERIC
@ATTRIBUTE Feature25 NUMERIC
@ATTRIBUTE Feature26 NUMERIC
@ATTRIBUTE Feature27 NUMERIC
@ATTRIBUTE Feature28 NUMERIC
@ATTRIBUTE Feature29 NUMERIC
@ATTRIBUTE Feature30 NUMERIC
@ATTRIBUTE Feature31 NUMERIC
@ATTRIBUTE Feature32 NUMERIC
@ATTRIBUTE Feature33 NUMERIC
@ATTRIBUTE Feature34 NUMERIC
@ATTRIBUTE Feature35 NUMERIC
@ATTRIBUTE Feature36 NUMERIC
@ATTRIBUTE Feature37 NUMERIC
@ATTRIBUTE Feature38 NUMERIC
@ATTRIBUTE Feature39 NUMERIC
@ATTRIBUTE Feature40 NUMERIC
@ATTRIBUTE Feature41 NUMERIC
@ATTRIBUTE Feature42 NUMERIC
@ATTRIBUTE Feature43 NUMERIC
@ATTRIBUTE Feature44 NUMERIC
@ATTRIBUTE eyeDetection {0,1}

@DATA
4312.31,4018.97,4262.05,4121.03,4340,4634.36,4081.54,4615.38,4215.38,4246.15,4204.1,4293.33,4604.1,4387.69,4195.94,4117.88,4037.41,4049.16,3954.23,4091.11,3995.37,4041.99,4058.32,3986.55,4139.49,4045.84,4005.41,3997.87,4146.28,3964.32,4001.4,4003.98,4187.22,4135.04,4039.18,4055.36,4059.77,4162.82,4057.74,3993.24,4185.07,4124.29,4192.83,4195.25,0
4345.13,3926.15,4262.05,4072.31,4331.28,4610.77,4107.18,4651.28,4248.72,4286.67,4303.08,4335.9,4760,4463.59,4194.8,4038.05,4046.03,4030.7,4063.96,4063.47,4169.67,4020.74,3979.51,4063.42,4118.29,4118.7,4177.1,4043.1,3979.13,3985.47,4151.33,4086.56,4134.91,4197.7,4179.53,4126.75,4158.63,4139.95,4195.29,4119.71,4060.65,3991.56,4164.76,4187.72,1
4288.72,4015.38,4250.26,4108.21,4354.87,4634.36,4070.77,4610.26,4207.69,4246.15,4206.67,4269.74,4608.21,4350.77,4015.08,4028.23,4003.3,4052.14,3985.75,4029.68,3959.61,4091.42,4068.49,4000.25,4175.38,3954.95,4052.16,4074.16,4173.42,4141.88,4168.02,4195.5,4005.2,4141.45,3994.41,4182.18,4055.79,3967.04,3950.51,4115.68,4184.85,4048.91,4156.91,3983.82,0
4271.79,3984.1,4248.72,4106.67,4326.15,4613.33,4077.44,4623.08,4201.54,4216.41,4192.31,4272.31,4580.51,4318.46,3964.58,4126.93,4161.73,4080.18,4017.47,4060.28,4126.22,4055.66,4171.89,4085.06,4150.0,3976.85,4169.48,4127.66,4182.91,4020.61,4182.52,3969.1,4084.69,4062.44,4194.68,4134.82,4117.75,4198.0,4095.78,4109.84,4089.37,4081.85,4140.53,4181.86,0
4311.79,4024.1,4265.13,4124.1,4348.72,4615.9,4062.05,4598.97,4200,4237.44,4214.36,4283.59,4608.72,4358.97,4179.87,4176.5,4141.77,4044.85,3963.2,3998.5,4142.53,3972.54,3996.32,4096.18,3953.48,4076.06,3978.89,3960.94,4103.42,4175.66,4186.93,4153.33,3995.24,3968.09,3952.36,4169.62,3970.08,4058.52,4058.0,4036.29,3965.78,4163.94,4135.34,4139.35,0
4291.28,3985.64,4258.97,4097.95,4334.36,4618.97,4101.03,4609.74,4193.85,4223.08,4179.49,4295.38,4616.41,4360.51,4100.63,4026.55,3957.94,4126.15,4106.4,4189.2,4093.8,4033.91,4128.23,4004.52,4170.76,4105.71,4101.66,3963.13,4005.95,4192.52,4123.88,3986.73,4167.56,4047.13,4162.51,4035.33,4072.91,4197.52,3990.11,4007.86,3992.01,4160.25,4155.02,4093.42,1
4293.85,3986.67,4255.9,4108.72,4330.77,4627.18,4075.38,4626.67,4207.18,4244.1,4225.13,4292.82,4628.21,4366.67,4074.88,4157.22,3956.62,3983.9,3969.85,4070.3,3974.89,4195.55,4103.74,4151.8,4175.15,3992.92,4126.92,4159.45,3965.36,4092.21,4071.01,4036.08,4021.17,4089.23,4026.41,3959.46,3952.89,4095.46,4053.38,4035.52,4021.3,4152.71,4021.8,4092.23,0
4267.69,4006.67,4248.72,4120.51,4329.74,4625.64,4074.36,4596.41,4184.62,4225.64,4181.03,4260.51,4590.26,4322.56,4192.02,3951.83,3972.96,4117.81,4127.79,4043.63,4043.29,4009.15,4087.91,4169.75,4072.67,4091.24,3953.09,4143.47,4025.4,4139.2,3960.03,4153.58,4003.29,4063.15,4070.44,4043.16,3999.55,4150.58,4096.97,4034.68,4072.43,4070.91,4035.14,4015.37,0
4303.59,4007.69,4256.92,4110.26,4343.08,4604.62,4084.62,4622.05,4206.67,4228.72,4219.49,4289.23,4623.08,4367.18,4195.75,4016.6,4065.99,4030.6,4052.21,4092.39,4174.76,4100.01,4160.27,4025.1,4110.69,4108.63,4153.46,4088.69,4060.25,4176.51,3998.09,4100.59,3964.67,4178.71,4158.35,4157.63,3957.21,4130.89,4193.66,4023.63,4093.19,3983.84,4017.22,4110.37,0
4296.92,3993.33,4248.72,4122.56,4327.18,4601.03,4057.95,4600.51,4196.41,4228.21,4208.21,4276.92,4605.13,4352.82,4193.92,4122.18,4090.11,4056.56,4077.37,4131.75,4065.74,3964.64,4191.13,4159.05,4164.98,3967.13,4147.76,4016.19,4060.28,4198.28,4188.35,3976.55,4045.41,3998.09,3994.24,4024.06,4051.73,3993.81,4108.21,4138.31,3956.52,4100.51,4091.47,4079.38,0
4273.33,3966.67,4252.31,4104.62,4323.59,4608.72,4043.59,4600,4191.28,4207.69,4178.97,4269.23,4596.41,4330.77,4066.52,4159.64,3997.2,4058.52,4199.06,4059.04,4017.08,4016.37,3970.4,3960.33,4031.27,4011.38,4182.24,4051.72,3982.24,3970.4,4080.99,4179.72,3996.74,4043.44,3962.88,4100.52,4177.63,4165.35,4036.33,3963.88,4162.79,3961.52,4116.47,4174.34,1
4287.69,3992.31,4260,4106.15,4340,4602.05,4066.15,4596.41,4189.23,4213.85,4192.82,4276.92,4619.49,4356.92,4127.92,4167.87,3960.55,4143.6,3994.6,4010.34,4196.33,4119.28,4151.19,4094.67,4117.94,4067.46,4049.99,4145.16,4116.11,4196.04,4048.21,4180.79,4044.8,3988.13,4080.42,4076.32,4064.5,4178.56,4059.69,4174.71,4045.47,4059.34,4058.13,4125.71,1
4275.38,4028.21,4238.46,4122.56,4347.18,4624.62,4087.69,4607.18,4203.59,4220,4176.92,4262.56,4564.1,4317.44,4093.93,4128.28,4049.58,4012.28,4037.13,4119.37,4047.38,4024.48,4149.38,4005.58,4154.86,4080.98,4145.66,3991.62,4140.05,4141.11,3958.33,3972.02,4136.4,4117.55,4148.87,4125.49,4043.04,4136.6,4147.75,4175.9,4162.88,4006.3,4098.85,4186.94,0
4274.87,3986.15,4255.9,4102.56,4326.15,4623.08,4054.87,4616.41,4190.26,4208.21,4187.69,4281.54,4602.05,4349.23,4050.4,4054.51,3963.72,4164.87,4082.99,4184.55,3983.14,4142.96,4095.26,4044.27,4185.06,4117.32,4104.27,3995.0,3987.91,4174.67,3976.66,4039.39,3965.97,4131.72,4196.2,4113.72,4136.97,4003.57,4009.13,4055.34,3971.97,4023.52,4069.61,4180.89,0
4338.97,4003.59,4279.49,4126.67,4326.67,4608.72,4055.38,4609.23,4188.72,4220,4201.54,4286.15,4602.56,4388.72,4169.35,4053.75,4198.68,4132.79,4174.53,4120.76,4063.13,4131.08,3971.41,4142.31,4143.08,4009.4,4171.25,4112.23,4071.02,4167.89,4093.49,3994.87,4190.15,4047.45,4149.07,4171.71,4189.6,4099.72,4130.74,4002.29,4156.15,3968.99,4075.34,4173.95,1
4287.69,4003.08,4247.18,4118.97,4321.54,4602.56,4067.18,4613.85,4204.62,4218.97,4178.46,4254.87,4577.44,4335.9,3977.38,4194.97,4174.66,4150.69,4050.09,3973.15,4096.7,4164.8,4086.32,4014.82,3978.05,4165.46,4053.17,4048.15,4048.04,4165.05,4183.78,4037.87,4094.14,4061.43,4193.44,4185.39,4133.03,4164.7,4134.46,4027.09,4146.57,4100.02,3961.63,4080.94,1
4271.79,3987.18,4248.21,4088.72,4340.51,4611.28,4071.79,4609.23,4186.15,4223.59,4193.85,4272.82,4617.95,4346.15,4005.4,4073.03,4037.71,3992.4,4102.75,4187.67,4038.98,4173.69,4021.45,3976.77,4007.67,4163.96,4190.25,4108.76,4009.28,4079.53,4158.14,4182.09,4164.16,4175.77,4129.53,4117.0,4111.76,4119.52,4173.22,3971.04,4103.51,4193.56,3961.14,4032.67,1
4298.46,4000.51,4265.13,4111.79,4324.62,4614.36,4060,4595.9,4186.15,4241.03,4215.38,4282.56,4627.18,4368.72,4080.95,4064.25,3999.83,4123.08,4169.82,4008.25,3993.86,4149.98,4141.07,4195.73,4196.15,4198.48,4186.42,4129.02,4103.09,3971.73,4179.2,3977.27,4143.16,4025.59,4135.51,4046.4,4037.15,4106.12,4009.92,4115.31,4075.58,3997.28,4023.88,4077.31,0
4289.23,3991.28,4261.03,4105.13,4325.13,4605.13,4089.74,4612.82,4196.41,4215.38,4202.56,4273.85,4582.56,4356.41,4163.34,4025.17,4179.97,4191.66,4127.6,4176.37,4185.54,4184.57,3964.11,4000.82,3951.43,4005.73,3961.62,4031.01,4087.98,3975.55,4188.24,4073.53,4137.21,4198.18,4101.53,4134.16,4044.52,4068.85,3970.53,4115.58,4139.7,4173.24,4185.07,4033.54,1
4295.38,3965.64,4233.33,4110.77,4330.26,4616.92,4084.62,4617.44,4208.21,4238.46,4185.13,4278.97,4610.77,4375.38,3989.67,4020.4,4043.23,4113.63,4098.1,4045.58,4167.64,4079.99,3966.13,4064.67,3981.48,4082.29,4110.91,3989.56,4033.21,4159.54,4109.63,4045.1,4172.62,4132.98,4164.95,4163.58,4137.95,4102.48,4067.75,4065.74,4184.9,4006.98,4056.27,3970.87,1
4303.08,3997.44,4248.72,4108.21,4332.82,4618.97,4075.9,4612.31,4198.97,4247.18,4192.31,4269.74,4590.77,4354.36,4082.5,3964.76,3991.32,4056.51,4191.14,4102.59,3980.62,4047.4,4187.8,4027.63,4136.82,3991.29,4108.54,4126.64,3971.19,4004.88,3961.7,4084.19,4141.04,3994.2,4059.61,4168.57,4109.01,4144.63,4085.87,4122.48,4122.57,4138.06,4015.38,4061.26,0
4424.1,4065.13,4296.92,4155.38,4331.28,4600.51,4048.21,4616.41,4208.21,4250.26,4250.26,4318.46,4693.85,4498.46,3980.7,4151.36,4139.46,4160.43,4063.67,4152.75,4034.98,4110.25,3976.67,4085.85,4096.14,4027.51,4199.89,4092.54,4127.1,4040.11,4189.73,4051.12,4140.63,4049.05,4144.51,4085.44,4156.71,3991.88,4144.3,4011.57,4086.29,3961.64,4037.4,3952.51,0
4307.18,4014.87,4247.18,4132.82,4346.67,4623.59,4064.1,4592.82,4196.41,4247.18,4205.13,4280,4612.82,4376.92,4179.68,4132.93,4171.55,4195.13,4053.91,4006.18,3981.45,4160.58,3971.95,4162.99,4143.02,3959.28,4118.03,4092.48,4011.19,4016.76,4033.68,4180.61,4012.92,4022.19,4044.17,4187.0,4118.39,4019.8,3980.68,3956.34,3987.98,4056.13,4128.49,4185.17,0
4317.95,4018.97,4265.64,4125.64,4331.28,4606.67,4071.79,4596.92,4195.38,4232.31,4164.1,4285.13,4612.82,4373.33,4141.22,4055.92,4184.92,4079.67,4066.88,4178.58,4161.6,3999.34,4138.47,3956.25,4007.7,3975.8,4074.87,3979.46,4044.2,4086.11,4123.44,4110.92,3975.29,3957.21,3997.11,4198.68,4095.53,4055.03,4024.06,4175.37,4119.69,4196.35,4105.24,3972.86,0
4289.74,4000.51,4260,4124.62,4333.85,4623.08,4086.15,4616.41,4193.85,4227.18,4184.1,4258.97,4578.97,4333.33,4139.19,4199.44,4037.39,4077.06,4040.27,4170.44,3989.77,3955.32,4192.47,4143.58,4075.47,4123.49,4006.12,4034.79,4119.29,3995.26,4140.43,4011.11,4121.74,4034.95,4193.06,4026.22,3989.17,4031.6,3989.82,4078.2,4175.98,4131.21,4090.68,4143.96,1
4316.92,3978.46,4264.1,4103.08,4329.74,4616.41,4097.95,4626.15,4210.77,4212.82,4166.67,4293.33,4608.72,4371.28,4152.45,3962.77,3960.44,4186.59,4168.24,4161.34,4161.27,4157.23,3975.32,4077.97,4188.03,4013.18,4091.61,4110.6,3965.23,4006.15,4142.04,4061.99,4182.61,4066.8,3983.68,4141.28,4072.6,3966.99,4042.69,3972.94,4079.54,4179.61,4090.47,4046.15,1
4331.28,3914.87,4255.38,4061.03,4316.41,4598.97,4103.08,4644.1,4230.77,4269.23,4284.62,4328.72,4738.97,4450.26,4122.56,4128.46,4112.1,4084.53,4039.59,4104.51,4167.95,4195.12,3972.48,3961.12,3968.95,4137.78,4078.45,4019.78,4028.6,4043.18,4120.43,4098.4,4191.04,3992.51,3969.06,4064.16,3971.71,4061.98,4039.68,4176.44,4149.47,4175.15,4049.82,4033.87,1
4448.21,4102.56,4306.15,4169.23,4346.67,4623.59,4071.28,4600,4193.85,4247.69,4222.56,4313.85,4650.77,4475.9,3976.18,4095.12,4009.24,4013.65,4044.02,4054.7,4072.01,4132.17,4153.28,4179.17,3959.81,4038.97,4097.5,3988.6,4134.48,3975.54,4053.42,4186.36,4107.34,4136.46,4045.74,3963.02,4165.66,4089.74,4171.22,4193.0,4173.66,4044.38,4160.98,4104.89,0
4317.44,4031.79,4282.05,4149.74,4349.74,4641.03,4087.18,4614.36,4198.97,4240,4204.1,4284.62,4603.08,4375.38,4084.64,4055.28,4019.52,4033.19,4183.95,4122.59,4156.97,4199.28,4157.43,4183.12,4050.47,4095.75,4158.04,4130.25,4057.95,4022.29,3953.46,4167.53,4127.8,4012.29,3989.58,3993.55,4179.44,4116.42,4129.83,4036.84,4179.29,4173.29,4127.71,4060.48,1
4316.92,3908.72,4253.33,4062.56,4324.62,4605.64,4105.13,4657.44,4244.1,4269.23,4270.77,4316.92,4722.05,4427.18,4031.06,4083.29,3950.23,4090.69,4138.57,4081.62,4121.28,4022.76,4003.34,4085.43,4155.67,3960.05,3988.62,4165.48,4043.25,3994.5,4139.93,4032.96,4180.44,4137.94,4149.05,4027.08,4081.81,4109.94,4009.65,3950.66,4156.92,3976.49,4166.46,4075.35,1
4290.77,4012.31,4249.23,4121.03,4334.36,4578.97,4083.59,4597.95,4187.69,4225.13,4191.28,4275.9,4593.85,4349.74,4013.49,3972.59,4035.45,3973.32,4089.37,4154.74,3971.62,4018.66,4179.56,4025.42,4139.78,4196.01,4113.25,4163.08,4110.01,4005.31,4179.81,4037.35,4042.43,4153.94,3992.03,4004.83,4102.91,3995.5,4188.15,4015.74,4099.52,4032.04,4180.46,4130.11,0
4355.38,4054.87,4279.49,4142.56,4333.85,4603.08,4050.26,4587.18,4162.56,4189.74,4175.9,4275.9,4576.92,4384.1,3958.43,3980.13,4191.34,3998.84,4120.98,4038.99,4089.5,4080.97,4003.92,4029.04,3961.08,4019.76,4176.99,4000.39,3982.37,3963.44,4134.52,4160.36,4024.72,4085.96,4149.0,4012.01,4113.52,4185.33,4181.03,4075.99,4120.98,4186.67,4023.64,4060.34,1
4315.38,4008.21,4264.1,4117.95,4342.05,4622.56,4071.79,4610.26,4205.13,4252.31,4213.33,4283.59,4614.87,4372.31,4078.68,4042.16,4111.38,3971.17,4084.34,4018.51,4123.3,4000.19,4110.68,4052.55,3964.2,4183.9,4197.56,3965.02,3974.76,4100.53,3992.68,4165.79,4021.07,4111.21,3971.77,4154.42,4037.58,4008.35,4061.92,4150.9,3990.26,4057.77,3952.18,3961.26,0
4282.05,3971.79,4245.13,4110.26,4323.59,4596.92,4066.15,4600,4194.87,4230.26,4184.1,4277.95,4609.74,4357.95,4164.88,4130.66,4099.78,3965.18,3981.69,4135.78,4001.09,4067.83,3971.52,4069.29,4065.21,4074.03,4123.38,3989.71,4056.57,4180.6,4027.63,4007.58,4155.1,4160.97,4183.73,4199.07,4061.49,3958.87,3980.46,3993.87,4041.92,3981.18,4137.25,4035.91,1
4305.13,4035.9,4250.77,4106.67,4345.13,4620,4103.59,4618.46,4210.77,4223.59,4211.28,4282.05,4613.85,4364.1,4022.06,3967.59,4173.43,4027.41,3971.54,4185.36,3958.11,4077.77,4160.45,4064.45,4194.1,4050.45,3994.21,4108.87,4134.49,4066.02,4164.06,4055.6,3953.47,3976.42,3953.59,4144.65,4146.18,4005.0,4034.34,3976.57,4176.1,4026.89,4189.9,4099.42,1
4307.18,4017.44,4246.67,4126.15,4363.59,4632.82,4075.9,4632.31,4233.85,4277.95,4234.36,4275.9,4652.31,4377.44,4149.35,4028.27,4174.72,4058.03,4036.52,4118.66,3960.8,4130.13,3987.25,3996.48,4028.21,4120.21,4188.49,3990.5,4137.76,3956.91,3961.53,4139.16,3979.57,3967.13,4076.25,4124.88,4143.24,4053.18,3959.55,4029.99,4035.54,4162.16,4074.92,4098.95,1
4298.46,4020,4261.03,4126.67,4331.79,4612.31,4084.1,4607.69,4193.85,4207.18,4177.44,4274.87,4570.26,4348.21,4187.58,3966.22,4063.89,4137.06,3950.86,3976.63,4088.26,3951.58,4035.02,4173.05,4156.21,4140.93,3992.9,3966.6,4141.96,4058.47,4138.34,4067.14,3958.74,4181.13,4109.2,3977.11,3995.34,4053.51,4117.8,4158.62,4053.66,3974.46,4154.75,4110.47,0
4279.49,3988.21,4247.18,4119.49,4320,4617.44,4054.87,4608.72,4180.51,4220.51,4193.33,4269.74,4593.85,4348.72,4066.84,4137.92,4114.35,4093.58,4099.1,4071.31,4072.61,4026.66,4144.26,4126.38,4126.66,3980.42,4147.62,4009.85,4137.28,3988.8,4160.94,4103.61,3989.49,4145.33,4174.76,4098.16,4032.94,4073.21,4193.42,4018.13,4097.33,4185.83,3982.46,4077.5,0
4300,3965.13,4251.28,4090.77,4331.28,4602.05,4093.33,4621.54,4212.31,4244.1,4235.9,4292.31,4658.46,4405.64,4087.86,4195.89,4100.3,4026.14,4196.38,4014.67,3962.23,4070.26,4012.73,4110.65,4143.64,4166.7,4066.64,4167.01,4008.16,4010.54,4173.03,3967.83,4189.7,4023.11,3966.92,3976.03,3955.88,4137.45,3981.92,3953.32,4101.42,4056.17,4008.26,4184.71,1
4406.15,4015.38,4276.41,4133.85,4360.51,4598.97,4073.85,4592.82,4196.92,4251.28,4246.15,4309.74,4676.41,4480.51,4168.98,4105.04,4038.91,4059.15,4185.03,4199.31,4185.81,4009.01,3998.99,4188.66,3997.05,3985.12,4171.41,4167.16,4161.19,4182.58,4085.84,4064.69,4009.92,3980.71,4054.29,3998.66,4146.07,4074.85,3993.3,4178.1,3970.62,3954.31,4163.94,4090.64,1
4400.51,4086.67,4293.33,4157.44,4332.31,4615.38,4073.85,4609.23,4205.13,4228.72,4206.67,4297.95,4609.23,4430.77,4073.41,4152.88,4157.14,4192.82,4165.11,4191.49,3988.23,4173.51,4040.31,4108.59,4070.17,4132.23,3999.18,4193.31,4163.19,4018.24,4008.53,4104.91,4114.43,4194.29,4065.2,3955.58,3969.59,4175.41,4048.5,4032.17,4162.52,4193.53,4090.21,4004.15,0
4288.21,4017.44,4264.1,4107.69,4329.23,4621.03,4087.18,4606.67,4198.97,4214.36,4186.15,4271.28,4574.36,4356.41,4057.07,4170.94,3975.64,4091.72,4062.75,4001.72,3993.31,4142.96,4057.17,4120.98,3965.99,4098.09,4068.56,4082.12,4047.65,4112.55,4079.55,3973.28,3979.87,4108.5,4046.85,3995.06,4088.8,4179.9,4191.37,3954.32,4094.31,4110.7,4171.09,4097.39,0
4328.72,3967.18,4260,4093.85,4331.79,4601.54,4096.41,4633.85,4228.72,4257.44,4249.23,4302.05,4680,4431.79,4155.35,4011.3,4137.3,4015.97,3957.23,4029.69,4062.9,4031.67,4052.09,4050.15,4163.33,4173.7,3969.23,4128.25,3951.95,4072.96,4030.62,4098.28,4181.06,4148.84,4128.44,4146.31,4190.53,3998.22,4083.7,4000.02,4166.26,3951.39,4188.4,3954.21,1
4285.13,3966.15,4233.85,4104.1,4322.05,4593.33,4069.74,4597.44,4178.97,4223.08,4182.05,4274.87,4604.1,4358.46,4128.45,4101.68,3956.15,3969.43,3984.21,4148.35,4178.27,3986.65,3976.76,4089.79,4030.19,4051.71,4057.64,4142.79,4099.61,3991.33,4087.97,4144.4,3979.85,3972.76,4033.72,4098.41,4190.69,4196.38,4085.24,4068.47,4123.5,4190.45,3977.08,4054.75,1
4345.64,4058.46,4289.74,4153.85,4343.59,4606.15,4058.46,4591.79,4181.03,4191.79,4166.15,4283.08,4555.9,4377.44,3989.99,4090.6,4091.22,4195.08,4159.91,4108.27,4167.95,3978.11,4184.07,4139.12,4058.17,4040.85,4021.43,4007.21,4010.89,4114.99,3978.64,4016.85,4141.39,3984.14,4106.6,3994.51,4190.2,4165.05,4065.01,4065.79,4083.33,3962.35,3964.21,4025.4,1
4289.23,4000.51,4278.97,4135.9,4328.21,4617.44,4061.03,4615.38,4194.87,4229.74,4196.92,4273.85,4603.59,4343.59,3951.01,4085.88,4097.34,4090.72,4187.39,4180.04,4096.61,3952.48,4004.21,4113.79,4064.98,4180.57,3984.35,4031.07,4038.11,4024.22,3979.79,3978.77,3968.08,3994.59,4141.45,4127.67,3965.58,4064.96,4067.28,4038.12,4060.3,4019.98,4021.54,4124.26,0
4435.38,4084.62,4297.95,4167.18,4318.46,4586.15,4056.92,4582.05,4172.31,4214.87,4178.97,4315.38,4662.05,4474.87,4138.73,3989.61,4144.34,4074.37,3994.35,3952.58,4071.47,4022.05,4041.58,4095.01,4143.01,4113.7,4037.22,4013.76,3980.93,4028.67,4008.68,4190.03,4033.85,4190.88,4135.33,4006.9,4058.21,4128.1,3974.19,4084.02,4037.14,4014.74,4052.72,4120.37,0
4301.03,3962.56,4243.08,4092.31,4335.38,4602.05,4074.36,4614.87,4203.08,4244.1,4198.97,4271.79,4594.36,4356.92,4080.21,4071.68,4035.43,4043.53,4197.71,4003.41,4018.14,3990.76,4141.86,4146.25,4055.52,4037.79,4015.84,4167.18,4034.74,4182.24,4165.96,4078.63,4172.16,4165.51,4007.64,4060.74,3980.73,4145.84,3980.53,3990.31,4171.53,4106.99,4101.0,4035.41,1
4284.1,3998.97,4248.21,4104.62,4336.92,4602.05,4064.62,4589.74,4177.95,4215.9,4187.69,4273.85,4617.44,4352.31,4038.85,4024.11,4147.82,4162.02,3999.18,4062.01,4085.42,3981.03,4125.6,3969.77,4135.2,4148.65,4103.29,4105.83,4175.21,4140.64,4040.38,3983.87,4127.97,4171.99,4112.01,4105.62,3962.56,3965.63,4059.98,4118.32,4107.84,4064.66,3967.24,4162.86,1
4296.92,4007.18,4249.74,4121.03,4325.64,4601.03,4069.74,4585.64,4177.95,4208.21,4143.08,4270.26,4598.46,4353.85,4088.62,3980.95,4067.79,4023.69,4086.1,4062.55,3950.36,4159.23,4121.29,3971.09,4040.3,4076.47,4123.11,4085.52,4003.87,4149.59,4098.05,4173.05,4159.92,4023.97,4093.38,4147.97,4093.95,4108.73,4049.04,4138.14,3988.84,4137.65,4034.75,3969.28,0
4272.31,3985.64,4252.82,4104.62,4327.18,4613.33,4082.56,4616.92,4204.1,4220.51,4189.74,4271.79,4574.87,4320,4086.08,4182.66,4141.36,3985.85,4043.37,3995.33,4046.03,4025.32,4109.41,4157.71,4068.28,4141.98,3981.46,3988.64,4075.24,4144.89,4101.66,4177.21,4060.32,4061.17,4088.87,4014.53,4073.39,4020.73,4094.26,4040.06,4060.82,3962.15,4143.74,3978.4,0
4272.31,3983.59,4256.92,4112.31,4326.67,4611.79,4058.97,4614.87,4185.64,4216.92,4190.26,4277.95,4566.15,4341.03,4143.75,4108.19,4078.9,4073.79,4058.43,4184.53,4163.93,3983.1,4186.66,4075.99,4054.27,4172.75,4140.55,4007.52,4102.52,3992.2,3958.3,4197.46,4150.1,4124.5,3961.65,3972.56,3963.91,4038.1,4086.02,4109.21,4037.77,4054.4,4085.03,3986.3,0
4280,3993.33,4260,4091.28,4342.05,4620.51,4077.95,4615.38,4200,4228.72,4209.23,4271.79,4599.49,4346.67,4023.99,4006.63,4044.78,4196.55,4185.76,3956.52,4152.63,3992.67,4176.67,4029.64,3996.58,4060.61,4023.3,4163.94,3958.1,4127.91,4073.74,3979.45,4035.94,4008.54,4117.22,4128.01,3993.87,3956.42,4022.05,4131.19,3974.33,4028.57,4159.92,4084.06,0
4273.33,3984.1,4248.21,4100,4341.03,4628.21,4083.08,4630.77,4201.54,4234.87,4207.69,4271.79,4595.38,4345.13,4055.42,4148.33,3970.85,3959.1,3993.39,4000.05,4021.89,4147.15,3972.42,3971.65,4111.59,4153.24,4046.54,4070.89,4057.8,4082.56,4041.85,3970.94,4191.32,3998.86,4134.12,4178.37,4097.66,3983.03,4189.09,4152.73,3983.36,4168.8,4123.39,4053.21,0
4296.41,3964.62,4230.26,4106.15,4328.72,4616.92,4077.95,4614.87,4201.03,4233.33,4182.05,4275.9,4611.79,4370.77,4133.3,4154.7,4157.31,4087.61,4194.93,4010.82,4184.19,4163.82,4005.16,4165.3,4169.68,3994.69,3972.01,4049.15,4156.71,3988.67,4087.86,4037.61,4092.81,4127.16,3983.71,4192.13,4164.88,3996.39,4117.49,4155.58,4170.47,4184.07,4154.28,4024.7,1
4293.33,4008.72,4251.28,4126.67,4325.64,4599.49,4061.03,4604.62,4196.92,4215.9,4192.82,4260,4584.62,4350.77,4072.16,4062.43,3975.52,3996.05,4179.94,4047.07,3956.77,4033.19,3995.91,4056.86,3983.68,3981.26,4044.29,3954.1,4032.13,3954.76,3985.14,4096.36,4093.76,4133.12,4162.82,4055.4,4039.45,4123.68,3969.92,3982.11,4140.56,4028.77,4085.0,3955.93,1
4320,4042.56,4266.67,4122.56,4346.67,4616.41,4109.23,4619.49,4223.08,4246.67,4225.64,4289.74,4627.18,4369.74,4046.59,4184.0,3985.73,4005.46,4079.19,4065.46,4166.34,4139.8,4157.64,3960.47,3971.05,4034.77,4060.98,3987.08,4152.65,4114.26,4043.78,4092.71,4058.94,4080.44,4058.04,4036.34,3963.85,4058.95,4094.6,4176.7,4154.54,4157.55,3951.16,4047.16,1
4328.21,3976.41,4264.62,4097.95,4335.9,4600,4090.77,4626.67,4219.49,4253.85,4252.82,4292.82,4682.56,4431.79,4054.14,4073.91,4151.41,4172.85,3953.63,4095.43,3990.07,3988.56,4100.45,4072.91,4073.24,3973.63,4179.8,4175.48,4050.91,4066.6,3971.95,4163.18,4186.28,4119.0,3965.12,4049.6,3979.81,4114.68,4066.99,4097.21,4047.29,4132.77,4041.92,4044.37,1
