@Relation EEGDataTesting_84

@ATTRIBUTE AF3 NUMERIC
@ATTRIBUTE F7 NUMERIC
@ATTRIBUTE F3 NUMERIC
@ATTRIBUTE FC5 NUMERIC
@ATTRIBUTE T7 NUMERIC
@ATTRIBUTE P7 NUMERIC
@ATTRIBUTE O1 NUMERIC
@ATTRIBUTE O2 NUMERIC
@ATTRIBUTE P8 NUMERIC
@ATTRIBUTE T8 NUMERIC
@ATTRIBUTE FC6 NUMERIC
@ATTRIBUTE F4 NUMERIC
@ATTRIBUTE F8 NUMERIC
@ATTRIBUTE AF4 NUMERIC
@ATTRIBUTE Feature15 NUMERIC
@ATTRIBUTE Feature16 NUMERIC
@ATTRIBUTE Feature17 NUMERIC
@ATTRIBUTE Feature18 NUMERIC
@ATTRIBUTE Feature19 NUMERIC
@ATTRIBUTE Feature20 NUMERIC
@ATTRIBUTE Feature21 NUMERIC
@ATTRIBUTE Feature22 NUMERIC
@ATTRIBUTE Feature23 NUMERIC
@ATTRIBUTE Feature24 NUMERIC
@ATTRIBUTE Feature25 NUMERIC
@ATTRIBUTE Feature26 NUMERIC
@ATTRIBUTE Feature27 NUMERIC
@ATTRIBUTE Feature28 NUMERIC
@ATTRIBUTE Feature29 NUMERIC
@ATTRIBUTE Feature30 NUMERIC
@ATTRIBUTE Feature31 NUMERIC
@ATTRIBUTE Feature32 NUMERIC
@ATTRIBUTE Feature33 NUMERIC
@ATTRIBUTE Feature34 NUMERIC
@ATTRIBUTE Feature35 NUMERIC
@ATTRIBUTE Feature36 NUMERIC
@ATTRIBUTE Feature37 NUMERIC
@ATTRIBUTE Feature38 NUMERIC
@ATTRIBUTE Feature39 NUMERIC
@ATTRIBUTE Feature40 NUMERIC
@ATTRIBUTE Feature41 NUMERIC
@ATTRIBUTE Feature42 NUMERIC
@ATTRIBUTE Feature43 NUMERIC
@ATTRIBUTE Feature44 NUMERIC
@ATTRIBUTE Feature45 NUMERIC
@ATTRIBUTE Feature46 NUMERIC
@ATTRIBUTE Feature47 NUMERIC
@ATTRIBUTE Feature48 NUMERIC
@ATTRIBUTE Feature49 NUMERIC
@ATTRIBUTE Feature50 NUMERIC
@ATTRIBUTE Feature51 NUMERIC
@ATTRIBUTE Feature52 NUMERIC
@ATTRIBUTE Feature53 NUMERIC
@ATTRIBUTE Feature54 NUMERIC
@ATTRIBUTE Feature55 NUMERIC
@ATTRIBUTE Feature56 NUMERIC
@ATTRIBUTE Feature57 NUMERIC
@ATTRIBUTE Feature58 NUMERIC
@ATTRIBUTE Feature59 NUMERIC
@ATTRIBUTE Feature60 NUMERIC
@ATTRIBUTE Feature61 NUMERIC
@ATTRIBUTE Feature62 NUMERIC
@ATTRIBUTE Feature63 NUMERIC
@ATTRIBUTE Feature64 NUMERIC
@ATTRIBUTE Feature65 NUMERIC
@ATTRIBUTE Feature66 NUMERIC
@ATTRIBUTE Feature67 NUMERIC
@ATTRIBUTE Feature68 NUMERIC
@ATTRIBUTE Feature69 NUMERIC
@ATTRIBUTE Feature70 NUMERIC
@ATTRIBUTE Feature71 NUMERIC
@ATTRIBUTE Feature72 NUMERIC
@ATTRIBUTE Feature73 NUMERIC
@ATTRIBUTE Feature74 NUMERIC
@ATTRIBUTE Feature75 NUMERIC
@ATTRIBUTE Feature76 NUMERIC
@ATTRIBUTE Feature77 NUMERIC
@ATTRIBUTE Feature78 NUMERIC
@ATTRIBUTE Feature79 NUMERIC
@ATTRIBUTE Feature80 NUMERIC
@ATTRIBUTE Feature81 NUMERIC
@ATTRIBUTE Feature82 NUMERIC
@ATTRIBUTE Feature83 NUMERIC
@ATTRIBUTE Feature84 NUMERIC
@ATTRIBUTE eyeDetection {0,1}

@DATA
4301.54,4021.03,4256.41,4124.1,4353.33,4571.28,4087.18,4608.72,4194.36,4237.44,4212.31,4283.08,4602.56,4357.44,4109.09,4130.44,4120.02,4042.87,4057.3,4035.35,4009.63,4030.03,4136.6,3983.48,4050.59,4185.76,4121.31,3975.96,4142.13,3967.56,3999.28,4187.84,4178.57,4074.22,4013.39,4083.64,4059.46,4065.91,4057.21,4138.38,4098.12,3971.22,3989.26,4174.95,4100.33,3985.14,4153.86,4186.08,4030.68,4106.64,3967.72,4024.26,4024.52,4121.7,4129.26,3973.54,4116.2,3981.51,3992.98,3969.14,4144.77,4110.08,4000.1,4118.55,4189.41,4105.11,4087.81,4003.08,3979.07,4145.03,4083.25,4161.37,4104.13,4022.21,4107.48,4023.88,4052.38,3959.88,4143.93,4009.18,4171.33,4046.87,4196.3,3977.07,0
4348.72,4036.92,4258.46,4131.79,4333.33,4614.36,4055.38,4593.85,4183.08,4235.38,4200,4273.85,4609.23,4395.9,4038.22,3966.91,4108.03,3986.88,4117.42,4027.87,4019.19,4091.36,4046.29,4173.79,4019.28,4064.19,4015.12,4102.82,3997.7,4054.65,4122.65,3995.37,4099.07,4011.96,3951.93,4112.57,3962.92,4021.87,4026.62,4071.8,4167.41,3956.26,3950.2,4185.03,4005.21,4105.2,3954.35,4029.88,4150.57,3956.23,4181.13,4018.18,4140.83,4061.38,4193.72,4178.67,4135.08,4004.79,3977.75,4110.08,3970.38,4011.56,4188.4,4163.78,4198.64,4045.5,4176.05,3970.35,3991.06,4071.36,4172.26,4168.99,4029.52,4148.4,4158.64,4105.44,3981.55,3963.64,4153.53,4063.94,4087.52,4150.48,4198.71,3958.33,0
4291.79,4009.23,4265.64,4125.13,4330.26,4621.03,4071.79,4619.49,4193.33,4229.74,4195.38,4273.85,4601.03,4349.23,4035.42,4070.18,4052.02,4016.17,4036.53,4064.96,4143.99,4173.24,3958.36,4056.4,3968.75,4004.59,4035.78,4062.55,4056.14,4123.92,4089.41,4134.1,4075.6,4081.75,4151.34,4194.74,4113.64,3981.95,4008.75,4167.1,4172.81,4036.21,3952.25,4067.66,3994.88,4059.97,4124.1,4116.88,4146.65,4004.49,3961.72,4149.23,4103.46,4059.07,4098.57,4055.08,4064.75,4046.34,4035.15,3956.63,4023.71,4195.86,4069.83,4191.27,4104.25,4145.25,4130.91,4063.14,4052.8,4059.23,3964.53,4148.55,4191.28,3996.11,4036.92,4197.34,4104.45,3954.55,3959.48,4111.78,4166.75,4019.97,4155.36,4200.0,0
4261.03,3985.64,4262.56,4109.23,4336.41,4616.41,4071.79,4596.41,4177.95,4192.82,4160,4268.21,4536.92,4311.79,4019.62,4006.98,4134.14,3992.54,4046.83,4174.02,4004.6,4160.21,4186.94,4089.51,3979.99,4067.84,4060.2,4027.19,4184.69,4147.37,4056.91,3985.94,4081.03,3954.7,4100.36,4038.57,4173.89,4009.22,4089.34,4111.33,3994.06,4085.57,3976.98,4043.82,4090.15,3998.72,4190.01,3964.86,3979.57,4145.63,4122.89,4119.57,4179.14,4087.04,4019.12,3989.62,4091.97,3998.11,4036.69,4079.66,4036.17,4196.67,4034.1,4092.95,4193.09,4051.0,4043.28,4182.98,4005.22,4041.92,4108.48,4045.21,3967.93,4040.29,3964.51,4046.81,4161.93,4158.52,4125.14,4193.8,3979.43,4144.02,4057.35,3986.8,1
4270.77,3952.31,4261.54,4103.08,4317.44,4613.33,4061.03,4625.64,4207.18,4230.26,4192.82,4272.31,4575.9,4334.87,4017.62,4176.6,4010.54,4065.83,4046.07,4072.48,3974.17,3965.07,4091.59,4140.44,4178.44,4176.59,4098.82,4129.47,3996.16,3988.83,4060.39,4143.53,4138.19,3954.64,4020.52,4009.29,4045.98,4002.99,4038.24,4110.92,4032.12,4117.17,4017.94,3963.04,4058.0,3976.37,4180.91,4046.11,3991.24,4039.95,4015.62,4163.6,4092.85,4004.52,4046.7,4021.27,3997.84,4149.84,4064.99,4165.16,3960.95,4116.18,4071.53,4103.05,4183.31,4163.53,4122.7,4134.26,4126.85,4046.72,3957.21,4145.96,4050.86,4167.74,4006.15,4043.79,3981.26,3961.01,4136.65,4133.4,4051.65,4137.47,4183.76,4138.18,1
4283.08,3983.08,4257.95,4105.64,4340.51,4625.64,4080,4629.74,4203.59,4228.72,4203.08,4280.51,4591.28,4344.1,4027.96,4041.77,4199.76,3985.9,4196.51,4121.02,4049.37,4029.45,4014.12,4146.01,4060.36,4098.96,4059.29,4044.52,4047.67,3983.88,4177.53,4120.91,4053.02,3985.82,4168.09,4071.6,4125.95,4022.76,4175.06,4002.13,4064.18,4051.78,4061.49,4110.56,4085.28,4179.96,4173.94,4166.78,4199.3,4186.88,4047.44,3998.36,3990.98,4148.15,3996.83,4160.41,4065.95,4134.94,3992.07,4028.58,4084.63,4067.9,4103.41,4189.18,4111.45,4101.49,4199.11,4122.81,4068.15,4186.19,4061.97,4120.12,4057.36,4076.37,4164.81,4162.48,4034.7,4177.23,4134.84,3986.51,3982.67,3981.43,4021.1,3966.45,0
4316.41,4026.15,4266.67,4138.46,4362.05,4640.51,4090.26,4628.72,4223.59,4277.44,4228.72,4285.13,4644.62,4380,4000.21,4024.04,4159.47,4154.42,4006.93,4040.88,4135.21,3999.92,4034.42,3996.87,3996.96,4007.4,4064.4,4171.73,4043.9,4013.13,4119.51,4158.44,4195.76,4127.06,4104.8,4197.45,3991.28,4027.37,4075.36,4116.94,4023.69,3997.51,4005.56,4152.51,4066.22,4106.6,4042.41,4039.19,4156.99,4013.38,3976.23,4070.83,4121.04,3969.23,4054.38,4057.26,4110.06,4130.56,3969.21,4074.1,4153.91,4176.23,4162.94,4019.12,4034.44,4192.73,4166.74,3970.74,4186.38,4039.92,4083.71,4162.53,3996.13,4177.06,4092.62,3988.02,4018.27,4080.57,3966.07,4146.4,4184.16,4190.68,4138.82,4025.43,1
4294.36,4017.44,4265.64,4143.08,4332.82,4608.72,4067.18,4605.64,4199.49,4216.41,4184.62,4280,4582.05,4349.74,4009.72,4052.72,4010.89,4152.44,4013.38,4167.51,4172.77,3989.19,3984.63,4078.49,3998.77,4164.44,4031.82,4152.32,4031.21,4188.84,4094.51,4051.78,4195.1,4176.26,4012.15,3996.33,4064.81,3966.54,4186.25,4151.78,4057.96,4163.09,3976.93,4131.41,4045.65,4115.22,4048.4,4189.47,4155.51,4068.15,4050.5,4182.13,4041.18,4036.77,4124.19,4118.38,4121.38,3992.19,4101.16,4189.44,3978.83,4032.55,4178.41,4061.77,4119.06,4003.49,4021.0,4058.89,4058.45,4054.03,4144.7,4102.18,4022.02,4187.46,4036.56,4113.82,4138.35,4131.04,4014.16,4174.91,4101.86,4149.1,4171.41,4144.08,1
4329.74,4012.82,4294.87,4131.79,4340.51,4622.56,4074.87,4627.18,4210.26,4242.56,4216.41,4299.49,4612.31,4376.92,4087.83,4107.46,4169.03,4070.11,3992.29,4053.56,4073.97,4162.26,4184.5,4159.56,4022.03,4166.75,4194.22,4012.98,3982.53,4088.68,4172.57,3967.2,4065.92,4141.04,4191.41,4080.14,3970.38,4098.82,4172.09,4033.94,3969.9,4128.02,4190.27,4096.8,4035.82,4107.69,4070.32,4040.19,4112.92,4083.98,4086.13,4035.97,3969.57,4021.2,4155.77,4076.99,4083.73,4114.25,4160.17,4148.25,4136.08,4064.8,4049.19,4185.94,4130.79,3995.22,3998.82,3997.01,3993.26,4013.4,3966.19,4184.01,4072.8,4107.07,4042.51,4039.02,4044.39,3960.44,4172.39,4078.98,4111.77,3974.84,4134.78,4110.5,1
4271.79,3989.74,4252.82,4107.18,4325.13,4596.92,4038.46,4603.59,4195.38,4228.21,4200,4264.62,4600.51,4334.87,4053.53,3961.73,4037.44,4196.21,3976.45,4108.91,4036.44,4126.85,4103.43,4064.07,4038.06,3951.31,4061.71,3989.86,4108.37,3975.49,4047.58,4111.67,4043.93,4011.94,3987.73,4101.01,4038.23,4155.94,4126.97,4166.26,4083.25,4053.9,4076.95,4004.3,4096.27,4131.42,3983.97,3968.63,4110.76,3950.37,4060.72,3960.2,4096.16,4145.32,4024.85,4193.76,4010.5,4039.17,4148.33,3976.01,4125.42,4080.16,3965.33,4182.31,4021.68,4167.67,3974.37,4058.9,4100.45,4194.67,3956.2,4094.81,3992.45,4080.49,4073.74,3968.42,4116.81,4029.3,4143.82,4148.31,4138.89,4085.3,4125.76,4077.93,1
4312.82,4006.67,4273.33,4109.23,4338.46,4614.87,4056.41,4622.05,4204.1,4225.13,4206.15,4284.1,4604.1,4358.97,4193.37,4119.74,3995.86,4026.19,4172.62,4064.56,4111.41,4117.86,4188.85,4090.44,3988.07,4184.98,4130.99,4076.99,4130.05,4080.02,4062.35,4199.61,4028.72,3959.31,4037.03,4065.03,3974.41,3995.36,4093.25,3988.6,4096.95,3954.72,4182.44,3982.91,4041.07,4106.29,4088.46,4121.8,4163.13,4037.9,4053.47,4179.84,3961.92,4034.14,3950.37,4052.21,4174.92,3997.34,4030.98,4091.19,4138.77,4081.63,4147.22,4041.91,4029.4,4016.88,4006.47,4180.79,4067.7,3993.0,4083.35,3991.71,4160.35,4167.59,3958.99,4148.73,4162.59,3988.49,4169.28,3970.79,4087.72,4093.17,4078.02,4115.01,1
4332.31,4021.54,4278.46,4127.18,4327.18,4606.15,4055.38,4617.95,4205.13,4234.36,4204.1,4295.9,4612.82,4396.41,4135.56,4056.48,4117.17,4158.25,4127.0,4199.49,4170.75,4166.75,4043.04,3950.07,3990.02,4100.24,4190.88,3994.58,4116.58,4122.62,4134.64,4075.46,4132.62,4159.78,4063.47,4166.02,4062.53,3961.89,4078.63,4122.1,4167.45,4131.43,4033.56,3958.61,4014.24,4086.23,4127.87,4050.67,4161.07,4051.12,4151.32,4155.48,4112.98,3984.96,4087.62,4131.87,4105.12,3996.85,4042.87,4092.68,4114.21,4147.07,4097.28,3978.09,4108.95,3997.02,3977.05,3990.57,4040.46,4144.57,4070.62,4192.36,4102.42,4154.17,4108.17,4182.4,4066.96,4085.89,4117.9,4123.55,4131.06,4021.68,4119.01,4178.5,0
4301.03,4016.92,4261.54,4115.9,4339.49,4617.44,4075.9,4625.13,4197.44,4222.05,4197.95,4282.05,4576.92,4369.74,4073.49,4014.83,3962.29,4129.31,4182.91,4074.03,3956.63,3996.76,4046.01,4100.55,4089.13,4151.81,4140.69,4198.2,4120.06,4116.24,4146.75,4197.14,4162.41,4182.47,4044.31,4153.02,4040.83,4101.07,4001.93,4063.7,4010.48,4068.01,4065.33,4155.49,4008.83,4021.63,4179.54,4192.77,4123.8,3975.13,4051.49,4103.83,4158.44,4029.77,4063.47,4066.26,4066.35,3995.7,4183.49,4003.16,3968.71,4025.22,4137.75,4136.66,4152.9,4176.37,4066.69,4031.65,4071.26,4029.72,4023.09,4047.13,4039.45,4038.7,4057.03,4054.84,4011.83,3988.03,4130.78,4055.55,4046.66,3992.45,4135.37,4163.14,0
4288.72,4014.36,4263.59,4123.59,4346.67,4620.51,4086.67,4623.08,4205.64,4240,4213.85,4275.9,4612.82,4370.77,4077.43,3974.6,3954.32,3999.81,3956.56,4054.01,4167.12,4019.09,4073.01,3984.91,3965.45,4183.67,4196.11,4126.94,4037.63,4183.65,3959.48,4141.52,4064.1,4116.42,3980.05,4092.06,3964.04,4032.2,4113.37,4076.27,4085.99,4124.61,4178.39,4119.64,4166.69,4125.22,4046.85,4171.46,4086.11,4122.59,4145.86,3997.35,4024.15,4116.9,4154.22,4069.81,4088.47,4032.82,4133.18,3967.16,3982.86,3964.25,4161.03,4015.27,4136.65,4150.01,4047.23,4136.77,4081.87,3999.22,4054.84,4195.35,4054.11,4093.47,4183.41,3974.67,4175.82,4075.59,4086.86,4127.04,4073.64,4001.15,3984.76,4152.64,1
4278.97,4003.59,4260,4113.33,4331.79,4606.67,4038.46,4584.62,4163.08,4200.51,4176.41,4256.92,4589.74,4324.62,4035.02,4129.99,4145.38,4107.22,4187.2,4117.08,4185.84,3958.19,4111.18,4018.42,4174.81,4151.24,4042.3,4180.59,4038.78,4065.94,3970.35,4129.51,3964.97,3982.35,4071.16,4102.37,4088.65,4064.99,4101.96,4056.53,4115.58,4087.61,4177.34,4154.3,4169.72,4116.59,4184.32,3995.57,4049.55,4143.71,4158.82,3959.42,4069.8,4084.68,4107.04,4180.59,4088.01,4002.6,3970.53,3996.52,3957.27,4060.63,4094.2,4134.93,4026.78,4061.12,4113.49,4114.57,4127.15,4196.78,4107.91,4140.12,4017.95,4046.57,4159.39,4118.39,3959.06,4123.5,4077.45,4035.44,4067.98,4041.53,4090.22,4018.98,1
4292.82,3992.31,4262.05,4121.54,4332.82,4626.67,4071.79,4626.67,4210.26,4243.59,4222.05,4291.79,4622.56,4367.69,4032.96,4117.21,4167.5,4141.27,4191.49,4009.84,4167.33,3967.41,4086.94,4034.9,3983.01,4079.96,4185.07,4139.84,4071.5,4021.42,4105.5,4118.62,4118.81,4144.91,4071.29,4038.61,4065.21,4076.24,4016.3,4014.35,3960.22,3959.14,4145.22,3996.78,3969.78,4056.92,3989.71,4142.64,4083.04,4156.02,4133.39,4017.71,3959.04,4185.21,3977.45,4067.83,4054.08,4009.68,4060.42,4153.57,4071.28,4032.95,4122.27,4102.07,4113.28,3956.78,4071.8,4187.15,4150.54,3954.53,4143.79,4061.76,4174.65,4144.61,4119.07,4066.16,4193.12,3971.04,4167.79,4128.46,4065.46,4061.65,4043.03,4068.85,0
4309.23,4008.72,4262.56,4108.72,4330.77,4623.08,4092.31,4600.51,4190.26,4230.26,4200.51,4285.64,4594.87,4390.26,4116.48,4076.65,4010.2,4040.28,3999.48,3995.97,4022.69,3974.99,3979.79,4105.78,4104.49,4009.4,4161.93,3995.61,3973.57,4100.11,4008.24,4056.26,4172.79,3999.06,4038.59,4119.87,4005.59,4002.54,4027.71,4175.32,3967.14,4189.14,4095.7,3951.27,3951.4,4191.87,4017.24,4166.87,4059.58,3965.64,4124.94,3971.26,4034.31,4064.03,4175.76,4024.06,4030.68,4012.13,4091.76,4051.49,3994.0,3978.87,4155.15,4074.86,4128.15,4135.2,4172.61,4053.81,4099.81,3957.23,4150.65,4198.47,4101.01,4095.0,4054.0,4126.31,4102.94,4019.75,4184.61,4110.64,4174.34,3957.82,4036.88,3950.03,0
4277.44,3974.87,4260,4116.41,4332.82,4605.13,4072.82,4603.08,4189.74,4214.36,4189.74,4271.79,4575.38,4327.69,3985.21,4050.12,4005.09,3972.63,4137.32,4145.47,4100.59,4021.75,4011.61,4039.68,4193.46,4108.47,3953.53,4155.59,4184.58,4080.62,4018.17,4089.38,4012.46,4151.61,4048.54,4081.55,4013.58,3997.03,3950.08,4048.92,3968.52,3995.52,4015.9,4000.65,4164.42,4078.31,4147.72,4161.11,4167.16,4153.8,4016.54,4052.12,4158.14,3963.36,3980.97,4130.7,4143.43,3976.68,4130.84,4091.87,3972.23,3954.07,3999.52,4099.84,4166.34,4113.99,4059.56,4077.18,4070.21,4184.54,4148.95,3978.42,3967.56,4157.65,4049.39,4031.04,4116.76,4049.88,3978.9,4158.5,4080.28,4196.6,4175.27,4035.01,0
4277.44,3996.41,4248.21,4121.03,4344.62,4605.13,4049.23,4629.23,4224.1,4245.64,4219.49,4275.9,4609.74,4355.9,4026.6,3951.01,3984.88,4140.7,4073.79,4184.68,4149.7,4093.97,4108.46,4076.33,3955.32,3959.52,4043.17,4167.37,4102.67,4023.11,4056.96,3996.04,4085.58,4075.3,4086.73,4050.72,4195.14,4081.85,3970.03,4165.94,3966.63,4149.91,4166.8,3978.17,4113.81,3979.4,3963.11,4161.79,3977.46,4040.84,4127.2,4049.77,4110.04,4126.0,4107.27,4041.98,4098.49,4057.32,4180.62,4049.31,3981.33,4193.41,4155.18,4145.35,4004.2,4122.38,4105.3,3962.58,4135.29,4144.42,4141.75,4025.93,3964.99,3959.55,4183.48,4007.73,4066.91,4022.8,4139.74,4198.92,4104.73,4030.57,4097.13,4051.91,1
4247.18,4021.03,4249.23,4137.44,4348.21,4615.9,4047.18,4588.72,4185.13,4186.67,4136.41,4249.74,4500,4290.77,3992.87,4048.0,4134.23,3968.68,4049.74,3979.71,3984.61,4165.43,4129.58,4025.77,4006.67,3974.84,4057.54,4067.16,3994.49,4059.76,4173.47,3973.03,3954.87,4053.78,4102.23,4196.11,4013.59,4162.58,3951.7,4136.95,4098.24,3968.91,4049.92,4096.54,4079.46,4130.25,4157.27,4127.24,4047.02,4146.01,4170.13,4104.45,4073.62,4162.38,4011.56,4113.39,4152.7,4150.18,4021.42,4106.06,4059.96,4058.96,4047.16,4020.57,4194.47,4101.7,4151.01,4144.07,3985.86,3982.36,4080.31,3993.9,4083.78,4097.48,3987.97,4072.45,4146.19,3972.35,4043.1,4159.5,4031.4,4118.15,4106.27,4036.63,0
4306.15,4007.69,4253.33,4121.03,4330.26,4579.49,4077.44,4607.69,4186.67,4224.62,4198.97,4267.18,4622.56,4367.18,4119.28,4069.05,4076.75,4173.11,3972.0,3970.61,4006.35,4017.5,4125.02,4004.52,4111.07,4062.08,3952.8,4026.6,4074.95,4168.17,4057.16,4085.53,4072.01,4002.14,4044.7,4167.66,3965.57,3960.62,4074.68,4192.66,4175.91,4099.03,4197.63,4125.29,4084.6,4103.83,4120.47,4050.2,4146.31,4131.88,4069.55,4012.03,3976.52,4004.29,3971.01,4122.01,4056.89,4144.73,4135.16,3953.41,4023.6,4150.36,4094.97,4141.84,4181.78,4050.44,4182.27,4012.13,4068.97,4169.98,3988.76,4177.06,4039.76,4082.69,4136.35,4009.67,3990.64,4189.44,4112.45,4038.35,4056.87,4165.74,4134.9,4021.27,0
4306.15,4021.03,4270.26,4142.56,4350.26,4619.49,4082.05,4614.87,4198.97,4244.62,4209.74,4273.85,4619.49,4368.21,3953.01,4137.9,4128.45,4171.76,3987.34,3963.76,4189.97,3995.07,4076.0,4136.18,4172.03,4046.78,4176.4,4125.05,4086.73,4109.99,4108.66,4130.22,4145.06,3990.52,4027.65,4068.46,4178.31,4142.9,4105.37,3988.31,4079.25,4008.09,3980.2,4047.61,4199.34,4139.3,4155.09,4022.23,3981.71,4149.32,4175.96,4073.31,4066.16,3962.28,4056.3,4106.33,4041.93,4129.72,3957.4,4087.11,4024.46,4086.55,4145.57,4011.46,4133.62,4174.21,4014.57,3992.41,4146.11,4005.94,4048.36,4169.25,4189.76,4179.59,4015.79,4012.32,4073.91,4198.77,4199.47,4046.75,4169.86,4087.15,4108.66,4033.11,1
4309.23,4037.44,4267.69,4125.13,4350.26,4628.21,4112.31,4621.03,4214.36,4231.79,4220.51,4291.28,4618.46,4370.26,4140.85,4037.67,4117.29,3964.5,4012.43,3972.34,4143.29,3994.02,4168.9,4044.93,3978.61,3973.29,4025.3,4131.84,4167.0,3995.85,4055.0,3966.22,4178.26,4122.5,4031.68,4040.07,3993.31,4034.85,4066.94,3969.06,4052.05,4089.87,3981.69,4026.3,4196.93,4186.64,3981.02,3998.26,4057.93,4145.47,4180.25,4030.97,4034.48,3988.63,4029.6,4143.62,4085.88,4164.99,4130.2,4159.12,4199.93,4195.07,4148.81,4128.05,4152.71,4002.77,4138.81,4101.47,4024.44,4097.73,4196.1,4083.47,4074.73,3980.02,4095.06,4020.27,4112.63,4025.3,3972.41,4059.15,4111.19,4183.04,4174.18,4176.93,1
4272.82,4023.08,4254.36,4124.1,4339.49,4613.33,4033.33,4594.87,4189.74,4221.03,4192.82,4266.67,4608.72,4326.67,3970.02,4013.61,4174.16,4050.37,4084.03,4047.43,4136.33,4175.05,4084.65,4120.41,4062.67,4116.32,3996.83,4087.21,4171.49,4158.31,4022.13,3962.71,4106.33,4132.96,4178.04,4050.42,4131.82,4102.21,4126.46,3995.66,4030.73,3952.08,4013.11,4183.95,3998.32,4148.59,4140.86,4195.36,4142.53,3986.52,4134.8,3978.63,4007.24,4087.35,4035.7,4179.16,4137.14,4002.88,4084.01,4060.03,4138.41,4048.08,4079.74,4015.6,4137.28,4127.72,3986.31,4064.23,4176.5,4049.31,4127.67,4185.01,3976.12,3959.35,4157.32,4143.58,4028.71,4191.92,4022.15,4143.88,4124.4,3951.16,4093.42,3951.02,1
4293.85,4031.79,4267.18,4135.9,4342.56,4630.26,4090.77,4624.62,4210.26,4239.49,4207.18,4278.97,4608.21,4349.74,3962.98,4145.15,4054.12,4014.13,4030.44,3970.1,3957.8,4124.05,4021.4,4173.45,4132.19,4063.05,3953.82,4055.69,4000.45,4092.9,4178.76,4001.81,4091.09,4122.38,3964.48,3971.5,3950.06,3950.58,4156.16,4181.33,4087.8,4190.87,4167.46,4038.83,4007.34,4150.78,3975.39,4016.78,4149.59,4093.02,4047.95,4001.51,4085.55,4118.35,4121.44,4091.94,4170.2,3993.58,4026.12,3975.17,3986.23,4194.83,4010.31,3972.92,4051.52,4115.47,3995.9,3987.61,4189.64,4152.54,4140.23,4145.08,4075.1,4074.27,4044.37,4124.47,3992.1,4067.47,4155.35,4078.25,4138.58,3971.08,4036.6,4053.54,1
4313.33,4024.1,4265.64,4110.26,4343.08,4634.36,4084.62,4630.77,4222.05,4261.54,4226.67,4293.33,4622.05,4364.1,4030.49,4189.09,4176.6,4099.13,4130.02,4046.73,4043.15,4113.64,4051.98,4131.26,4189.9,3968.1,4056.82,4180.05,3950.19,4194.16,4089.03,4140.76,4025.5,4161.17,4014.56,4043.16,3992.75,4027.08,4029.6,4111.41,4145.11,4067.27,4098.2,4160.69,3955.56,4021.76,4151.87,3999.31,4042.82,4030.85,4034.02,4057.75,4027.25,4164.37,4123.38,3954.75,4133.4,4068.43,4094.48,4194.73,4091.83,4157.08,4117.04,4029.16,4121.97,4178.99,4025.98,4056.36,4145.3,4157.67,4114.02,3970.19,4043.31,4119.8,4032.17,4095.06,4014.99,4002.6,4017.26,4168.7,3969.76,3974.23,4166.99,4132.33,0
4278.97,4024.62,4241.03,4105.13,4352.31,4616.41,4089.23,4605.64,4198.46,4224.1,4206.15,4270.26,4610.77,4340,3963.56,4153.23,4053.01,4082.59,3968.96,4057.6,4157.57,4062.36,4062.5,4018.19,4160.76,4100.57,4023.29,4118.47,3994.67,4182.46,4181.83,4150.28,3985.1,4052.5,3959.34,3982.18,3964.59,4075.34,4017.16,4041.18,4134.04,4113.41,3982.24,4097.65,4130.62,4060.83,4050.58,4125.67,4011.19,4170.61,4163.2,4025.38,4042.9,4115.52,4194.6,4039.24,4138.01,4147.61,4023.99,4158.29,4069.71,4030.27,3970.84,4113.52,4053.25,4061.59,4006.92,4193.99,4114.9,4089.58,4162.68,4111.38,4033.61,4061.13,4068.27,4181.31,3989.99,4136.16,3960.43,4152.46,4106.84,4082.19,4025.64,4063.27,1
4282.05,3971.79,4245.13,4110.26,4323.59,4596.92,4066.15,4600,4194.87,4230.26,4184.1,4277.95,4609.74,4357.95,4176.21,4175.12,4122.82,4091.96,4023.61,4074.37,4067.41,3958.93,3976.33,4130.2,4144.58,4123.34,4109.8,4063.59,4044.7,3980.55,4181.26,4021.58,4047.38,4126.26,4057.66,4157.99,4074.81,4097.51,4180.62,3965.87,3965.69,3976.92,4079.24,4109.57,4198.59,4118.01,4181.23,4024.05,4027.14,4145.28,4092.95,4060.52,3992.89,4101.22,3950.65,3965.07,4147.12,4151.89,4003.33,3982.42,4156.92,4042.21,4055.4,4053.52,3992.0,4120.26,4043.05,4118.72,4004.82,4012.57,3966.15,4057.85,4005.03,4019.46,3965.61,4124.63,4013.59,4068.08,4030.53,4084.21,3999.35,4035.52,4090.55,4046.48,1
