@Relation EEGDataTraining_24

@ATTRIBUTE AF3 NUMERIC
@ATTRIBUTE F7 NUMERIC
@ATTRIBUTE F3 NUMERIC
@ATTRIBUTE FC5 NUMERIC
@ATTRIBUTE T7 NUMERIC
@ATTRIBUTE P7 NUMERIC
@ATTRIBUTE O1 NUMERIC
@ATTRIBUTE O2 NUMERIC
@ATTRIBUTE P8 NUMERIC
@ATTRIBUTE T8 NUMERIC
@ATTRIBUTE FC6 NUMERIC
@ATTRIBUTE F4 NUMERIC
@ATTRIBUTE F8 NUMERIC
@ATTRIBUTE AF4 NUMERIC
@ATTRIBUTE Feature15 NUMERIC
@ATTRIBUTE Feature16 NUMERIC
@ATTRIBUTE Feature17 NUMERIC
@ATTRIBUTE Feature18 NUMERIC
@ATTRIBUTE Feature19 NUMERIC
@ATTRIBUTE Feature20 NUMERIC
@ATTRIBUTE Feature21 NUMERIC
@ATTRIBUTE Feature22 NUMERIC
@ATTRIBUTE Feature23 NUMERIC
@ATTRIBUTE Feature24 NUMERIC
@ATTRIBUTE eyeDetection {0,1}

@DATA
4290.26,3931.28,4236.92,4074.87,4328.72,4615.38,4095.38,4638.97,4230.26,4247.18,4243.08,4300,4665.13,4376.41,3966.5,3999.73,4086.2,4132.15,4058.29,4049.42,4138.93,3951.03,4195.33,3952.79,1
4269.23,4005.13,4246.15,4120.51,4335.9,4615.9,4064.62,4581.03,4175.9,4224.1,4181.03,4254.87,4585.64,4327.18,4096.6,3983.85,4015.61,4164.31,3988.58,4018.89,4099.76,4009.17,3965.6,4148.53,0
4300.51,4006.15,4277.44,4107.18,4343.59,4625.64,4076.92,4611.79,4202.56,4244.62,4217.95,4288.72,4610.26,4367.69,4165.88,4063.98,4044.75,3984.32,4053.56,4012.81,4045.29,4055.27,4151.58,3953.96,0
4267.18,3974.87,4251.79,4108.21,4334.36,4602.05,4046.15,4622.56,4207.69,4218.46,4207.18,4280.51,4584.62,4341.54,4138.3,4018.1,4127.14,4182.92,4185.15,4099.62,4000.75,4129.28,4011.46,4170.15,1
4404.62,4041.54,4290.77,4132.31,4320.51,4602.56,4060,4613.33,4200.51,4241.54,4242.56,4316.41,4674.87,4470.26,4000.64,4131.43,4077.22,3953.48,3972.85,3988.35,4096.56,4182.45,4136.18,4155.73,1
4332.31,3982.56,4264.62,4106.67,4346.67,4632.31,4089.23,4609.74,4196.92,4250.26,4213.33,4287.18,4622.56,4387.69,3966.98,4100.97,4093.35,4052.42,4158.27,4173.28,4174.7,4092.02,3960.08,4151.9,1
4283.59,3991.28,4251.79,4121.03,4324.1,4621.03,4058.46,4613.33,4201.54,4234.87,4203.08,4272.82,4615.38,4352.31,4107.24,4195.91,4035.83,3987.61,4062.9,3996.54,4060.38,3975.33,3951.21,3957.58,0
4262.56,4004.62,4231.28,4118.46,4347.69,4619.49,4100.51,4588.21,4195.38,4202.05,4171.79,4254.36,4555.9,4313.33,4128.34,4141.67,4083.72,4097.56,4024.96,4087.22,4042.04,4116.93,4063.22,4110.09,0
4312.82,4015.38,4277.44,4125.13,4333.33,4621.54,4067.18,4624.62,4209.23,4237.95,4208.21,4287.18,4625.13,4382.05,3950.26,3967.79,4143.47,4187.07,4094.25,3985.77,4196.9,3963.1,4132.21,4123.14,1
4296.41,3996.41,4246.67,4097.95,4329.74,4615.9,4050.77,4599.49,4179.49,4207.69,4192.31,4260,4595.9,4344.1,4182.17,3972.86,4133.12,4137.66,4170.25,4022.21,4163.75,4145.9,4062.08,4162.04,1
4276.92,3986.67,4262.56,4110.26,4331.79,4618.46,4091.28,4613.33,4206.15,4222.56,4195.38,4278.97,4590.26,4346.15,4169.09,4100.98,4199.53,4117.07,4033.51,4047.95,4142.17,4162.64,4018.0,4001.35,0
4292.82,4022.05,4271.28,4141.03,4325.64,4616.41,4071.79,4603.59,4191.79,4228.72,4189.23,4278.97,4594.87,4352.82,4036.6,4066.72,4184.62,4193.37,4075.81,4015.82,4149.59,4117.89,4180.08,3996.13,0
4269.74,3964.62,4235.9,4090.77,4333.85,4605.13,4065.13,4590.26,4174.87,4215.9,4192.82,4260.51,4601.03,4335.9,4020.14,4043.59,3976.27,4155.96,3967.14,3956.01,4092.89,4072.48,3969.77,4128.57,1
4290.26,3997.44,4253.85,4121.54,4334.87,4617.95,4074.87,4591.79,4189.74,4224.62,4189.23,4274.36,4590.77,4363.59,3994.46,4101.82,4118.55,4183.01,3959.37,3957.42,4081.11,3979.87,4087.06,4106.34,0
4315.38,4002.05,4263.59,4122.05,4326.15,4614.87,4057.95,4631.79,4211.79,4223.59,4193.33,4271.28,4577.95,4362.56,4112.79,3984.14,4153.75,4105.56,3982.67,4074.72,4137.26,4179.41,4152.12,4185.76,1
4263.59,3986.15,4248.72,4086.15,4328.21,4600.51,4051.28,4588.72,4172.31,4211.28,4192.31,4267.18,4607.69,4326.15,4185.96,4125.75,3998.11,4007.75,4089.95,4185.54,4002.76,3989.84,4111.2,3990.85,1
4220.51,3973.33,4229.74,4106.15,4326.15,4613.85,4069.74,4603.08,4190.77,4208.72,4169.74,4254.36,4548.21,4298.97,4103.72,4025.75,4157.33,4109.47,4012.05,4187.57,4160.74,4197.58,4160.28,3951.39,0
4291.79,3995.9,4261.03,4122.05,4331.79,4621.54,4078.97,4609.23,4191.79,4228.21,4192.82,4287.69,4591.28,4368.21,4010.67,3998.39,4163.9,4084.53,4063.62,4089.7,4135.28,4150.11,4051.76,3969.67,0
4291.28,3990.26,4263.08,4119.49,4327.18,4616.41,4075.9,4613.85,4212.31,4234.87,4194.87,4281.54,4604.1,4358.97,4049.53,4007.49,4137.67,4059.07,4181.86,3974.93,4098.08,4109.84,4199.1,4163.54,0
4253.85,4003.59,4247.69,4132.82,4346.67,4630.77,4104.62,4606.15,4200,4205.64,4169.23,4264.62,4543.59,4292.82,4112.0,4089.12,3969.57,4113.77,4157.14,4049.54,3954.79,3964.2,4106.24,4053.69,0
4321.54,4007.69,4260,4132.31,4340,4585.64,4087.18,4630.26,4230.26,4242.56,4208.72,4270.26,4627.69,4378.97,4173.18,4167.1,4179.13,4145.07,4149.38,4131.57,3983.26,3964.0,4032.21,4062.87,0
4285.64,4000.51,4256.92,4107.69,4329.23,4608.72,4051.28,4614.36,4187.18,4224.62,4194.87,4269.74,4588.21,4342.05,4115.29,3964.93,4107.35,4127.05,4048.74,4195.32,3956.41,4096.02,4092.45,4052.97,1
4300.51,3963.59,4240,4093.33,4332.82,4601.03,4074.36,4610.77,4203.08,4245.13,4202.56,4269.74,4595.38,4355.38,3998.59,4130.52,3960.9,4064.23,4080.83,4178.45,4184.86,3964.75,4004.3,4026.73,1
4295.9,4008.72,4252.82,4128.21,4337.44,4620,4070.26,4601.54,4206.15,4248.21,4201.54,4275.9,4601.54,4355.38,4167.24,3963.21,3952.81,4163.45,4017.71,4146.57,4123.95,4008.39,4028.39,3958.81,1
4269.23,3977.95,4252.31,4111.28,4329.23,4616.92,4085.13,4614.87,4196.92,4223.08,4188.21,4267.69,4580.51,4324.62,4092.52,4047.7,4069.91,4059.42,4116.46,4135.08,4076.82,4107.23,4098.08,4082.96,0
4301.03,4007.69,4274.87,4107.18,4349.74,4631.28,4075.9,4618.46,4210.26,4245.13,4212.31,4283.59,4608.72,4360.51,4065.49,4165.03,4184.38,3998.8,4146.1,4064.51,4074.66,4024.5,4126.38,3970.56,0
4288.72,3994.87,4248.21,4118.46,4336.41,4621.54,4077.44,4601.54,4201.03,4231.79,4196.92,4281.03,4595.38,4367.69,4008.65,4078.3,3969.61,4161.09,4087.21,4039.22,4029.47,4036.41,3999.53,3977.63,0
4319.49,4041.54,4261.03,4121.54,4352.31,4628.72,4114.87,4616.92,4210.77,4233.85,4227.69,4288.72,4625.64,4367.18,4095.77,3991.48,4118.64,3988.37,4192.28,4164.51,4074.42,4130.66,4088.22,4127.64,1
4377.95,4005.13,4258.97,4122.56,4354.87,4606.15,4068.72,4584.62,4177.44,4232.31,4213.85,4288.72,4628.72,4426.15,4192.03,4070.99,4117.41,4074.48,3963.86,3969.35,4159.81,4014.01,4054.63,4170.99,1
4298.46,4000,4280,4105.64,4344.1,4622.05,4084.1,4621.03,4196.92,4238.97,4209.74,4298.46,4605.64,4365.13,4130.85,4090.0,3978.11,4078.65,4080.34,4080.88,3969.5,4123.57,4199.42,4195.6,0
4262.56,3969.74,4244.1,4094.36,4332.82,4614.36,4068.21,4605.64,4187.18,4227.69,4195.38,4262.56,4598.46,4338.46,4121.81,3973.88,4119.36,4007.21,4199.03,3957.58,3990.33,4163.5,3997.14,3992.43,1
4308.21,3997.95,4264.1,4105.64,4329.23,4612.82,4070.77,4628.21,4204.1,4235.9,4201.54,4279.49,4596.92,4362.05,4120.45,4079.71,4080.94,4079.18,4186.9,4115.65,3999.73,4023.25,4071.58,4122.83,1
4302.56,3997.44,4277.44,4111.28,4336.41,4618.46,4081.54,4613.85,4202.05,4244.62,4204.62,4291.79,4597.95,4376.41,4059.28,4199.23,4098.72,4093.64,4192.92,4014.54,4063.27,4171.55,3954.91,4026.39,0
4365.64,4058.46,4274.87,4121.03,4336.41,4621.03,4072.82,4598.46,4180.51,4223.59,4208.72,4287.18,4612.31,4395.9,4184.22,4139.38,4172.82,4156.07,4026.02,3984.89,4136.95,4184.48,4014.09,4117.03,0
4374.87,4063.59,4281.03,4154.36,4335.38,4614.87,4066.67,4607.18,4197.95,4231.28,4220.51,4297.95,4624.1,4409.23,4111.02,4003.05,4086.38,4136.34,4037.32,4154.79,4126.0,4001.71,4132.72,4114.03,0
4276.92,3940,4247.69,4088.72,4331.79,4616.41,4106.15,4646.67,4243.59,4251.28,4239.49,4303.08,4654.36,4365.13,4115.58,3956.83,3993.12,4075.41,4056.0,4083.69,4032.48,4089.78,4043.69,4103.88,1
4276.41,3995.9,4251.79,4118.97,4324.62,4616.92,4046.67,4606.67,4188.72,4210.77,4176.92,4258.46,4595.38,4330.26,4028.75,4156.0,4156.77,3957.0,4036.45,4028.66,3967.34,3973.61,4189.59,4051.79,1
4455.9,4133.33,4306.15,4168.72,4322.56,4585.64,4067.18,4587.18,4169.74,4201.03,4216.41,4310.77,4653.85,4490.77,4163.11,4050.11,3968.23,4074.53,4136.04,4151.76,4014.74,3969.07,4138.91,3997.61,0
4283.59,4029.23,4268.21,4131.28,4354.87,4623.59,4069.23,4618.97,4206.67,4237.44,4196.41,4285.64,4572.31,4353.85,4106.99,4017.45,3958.3,4058.73,4066.79,3967.45,4002.4,4139.33,4108.57,4072.01,0
4306.15,4029.23,4265.64,4136.92,4336.92,4619.49,4094.87,4606.67,4199.49,4224.62,4202.56,4291.28,4592.31,4357.95,4109.67,3964.27,4102.7,4152.89,4014.34,4121.03,3993.23,3992.47,4090.63,4013.96,0
4242.05,4008.21,4249.23,4144.1,4336.92,4618.46,4064.1,4590.77,4177.95,4191.79,4144.62,4249.74,4533.33,4286.15,4141.63,4180.51,3967.75,4087.97,3956.15,4020.5,3963.49,4172.98,4070.05,3974.71,1
4301.03,4018.46,4259.49,4126.15,4347.18,4577.44,4083.59,4605.13,4187.18,4224.62,4197.44,4281.54,4594.87,4353.85,4100.55,4131.44,4162.47,4097.56,4085.13,4102.75,4178.06,4088.23,4141.04,4121.94,0
4330.26,4025.13,4265.13,4140,4318.46,4623.08,4057.95,4612.82,4207.69,4241.03,4228.72,4294.87,4653.85,4386.15,3993.96,4093.13,4109.54,4176.77,4142.81,3959.16,4143.17,4037.32,3994.79,3960.1,0
4347.69,4028.21,4269.74,4140,4323.59,4616.41,4050.26,4605.13,4190.26,4225.64,4213.33,4289.23,4626.15,4404.1,3984.57,3961.53,4055.01,4070.2,3986.11,4002.31,4124.67,4151.14,4010.63,4087.86,0
4287.69,3998.46,4237.44,4107.18,4324.1,4600.51,4058.46,4595.38,4176.92,4203.08,4169.23,4249.74,4572.82,4334.87,3975.34,4116.09,4106.07,3995.72,4109.9,3993.09,4168.6,4137.82,4169.73,4026.9,1
4331.28,4051.79,4267.69,4115.38,4344.1,4633.33,4117.95,4630.77,4225.64,4250.26,4233.33,4300,4638.46,4386.67,4100.56,4132.97,4174.77,3972.56,4173.3,3991.91,4160.63,4101.81,4023.64,4048.03,1
4312.82,4044.1,4264.1,4122.56,4353.85,4635.38,4111.79,4637.44,4229.23,4241.03,4225.64,4288.21,4624.62,4373.85,4157.78,4134.71,4004.82,4097.2,4194.98,4095.28,3999.82,4061.55,4062.62,4059.81,1
4220,3974.36,4234.36,4109.23,4341.03,4613.85,4077.95,4600.51,4186.67,4216.41,4170.26,4248.21,4547.69,4285.13,4145.55,3957.01,4132.16,4077.54,4045.55,3961.02,4036.85,3988.43,3956.59,4087.06,0
4304.62,4007.18,4262.56,4124.1,4341.54,4585.64,4098.97,4600.51,4188.21,4218.97,4198.46,4285.13,4598.97,4364.62,4162.44,4035.82,4059.08,4010.3,4102.28,3969.95,3953.97,3984.07,4009.46,4071.06,0
4212.31,3972.31,4229.23,4108.21,4338.97,4621.03,4076.41,4611.28,4203.08,4217.95,4175.38,4244.62,4543.08,4274.87,4195.5,4012.99,4184.0,4161.46,4122.2,4024.67,4025.03,4189.47,4097.82,4139.77,1
4320.51,3965.64,4257.44,4102.56,4336.41,4598.46,4068.21,4605.64,4194.36,4232.82,4204.1,4285.64,4602.56,4377.44,4046.59,4138.92,4173.32,3972.7,4164.09,4157.46,4168.59,4007.02,4123.21,4054.88,1
4354.36,4057.95,4281.54,4138.46,4343.59,4612.82,4077.44,4604.62,4196.41,4224.1,4220,4283.59,4614.36,4415.38,4118.66,4174.89,3992.95,4119.18,4061.37,4099.15,4193.19,4172.22,4182.11,4196.62,1
4281.54,4000,4246.67,4094.87,4342.56,4614.87,4058.97,4612.31,4195.9,4229.23,4204.62,4278.97,4630.77,4356.41,4132.72,3991.17,4035.88,3986.76,4152.98,4147.2,4095.56,4153.65,4094.7,4081.19,1
4303.08,3969.74,4249.23,4089.23,4329.23,4599.49,4094.87,4615.38,4209.74,4244.62,4240.51,4287.18,4663.08,4405.64,4016.18,4079.57,4104.15,4067.88,4193.04,4022.61,4080.4,4105.29,4144.8,4092.97,1
4334.36,3982.05,4269.74,4135.38,4325.64,4609.74,4073.85,4607.69,4190.77,4227.69,4183.08,4290.77,4637.95,4408.72,4122.83,4158.92,4138.71,4139.51,4021.64,3960.31,4163.12,4021.32,4123.98,4018.74,1
4295.9,4008.21,4260,4120,4343.59,4586.67,4091.79,4617.95,4201.54,4233.85,4198.46,4281.54,4596.41,4343.08,4181.41,4194.26,3952.77,4082.79,4102.24,3999.97,4007.74,4027.9,4168.1,4022.45,0
4409.23,4054.36,4293.85,4137.95,4330.77,4604.62,4056.41,4608.72,4204.62,4248.21,4248.21,4317.44,4678.46,4478.97,4083.32,4064.93,4146.95,4185.98,3972.55,4091.93,3957.26,3952.25,4145.06,4003.91,1
4332.82,4047.69,4287.69,4151.28,4333.33,4609.23,4063.08,4601.54,4184.1,4188.72,4165.64,4281.03,4545.13,4362.56,3992.22,4169.21,4127.74,4022.32,4135.41,4019.33,4045.06,4024.1,4046.03,4134.33,1
4295.38,4015.9,4274.87,4124.62,4348.72,4616.41,4084.1,4623.59,4205.13,4238.97,4215.9,4287.18,4610.77,4379.49,4041.96,3967.49,4061.97,4087.46,4050.15,4017.41,4060.55,3993.69,3987.36,4156.19,1
4326.15,4044.1,4282.56,4123.59,4344.1,4618.97,4103.08,4616.92,4208.21,4231.28,4222.56,4304.1,4626.67,4380,4164.67,4182.13,4021.83,4170.68,3961.63,4012.42,4120.36,4114.94,3976.49,3997.57,1
4290.77,4007.18,4266.15,4114.87,4343.08,4626.67,4060,4624.62,4212.31,4244.62,4211.79,4286.15,4623.08,4362.56,3991.83,4029.81,3980.36,4083.04,4179.52,4163.23,3983.97,4132.06,4035.93,4029.18,0
4233.33,4026.67,4245.64,4137.44,4351.28,4619.49,4058.97,4605.13,4185.13,4179.49,4132.82,4244.1,4481.54,4263.08,4148.49,4199.55,4129.94,4087.22,4152.97,4121.61,4087.14,4180.45,4051.6,4028.56,0
4310.26,4020,4265.13,4136.41,4338.46,4608.21,4057.95,4592.82,4186.67,4207.18,4191.28,4273.33,4595.38,4375.38,3993.32,4003.9,3967.84,4172.38,3963.47,3999.49,4114.89,4080.03,4058.15,4079.78,1
4288.72,4007.69,4243.59,4120,4345.64,4577.44,4093.85,4598.46,4179.49,4216.92,4190.77,4269.74,4585.64,4338.97,4173.25,4082.66,4025.42,4042.97,4028.15,4001.73,4073.46,4086.22,4084.29,3967.23,0
4298.46,4017.44,4267.18,4120.51,4329.23,4613.85,4081.54,4598.97,4194.87,4227.69,4176.41,4278.97,4592.31,4357.95,4102.07,4059.65,4009.59,4130.33,3984.1,4116.74,3957.23,4106.78,3979.09,4080.42,0
4284.1,4008.21,4263.59,4121.54,4327.18,4605.13,4044.62,4593.33,4176.41,4210.26,4195.9,4274.36,4611.28,4347.69,4150.11,4169.64,4073.79,4155.84,3950.09,4073.07,4111.13,3973.27,4165.12,4009.17,1
4308.21,4021.03,4281.54,4120.51,4349.74,4630.26,4080.51,4630.77,4225.64,4258.97,4225.13,4293.33,4620.51,4367.69,4116.17,4095.45,3982.18,4149.8,4108.78,3976.35,3999.38,4010.0,4090.02,4146.5,0
4450.77,4045.13,4289.74,4124.1,4319.49,4586.15,4067.69,4614.87,4206.15,4255.9,4290.77,4348.21,4774.87,4537.44,4056.25,3971.85,4187.73,4130.26,3966.97,4155.14,3993.36,4122.3,4012.82,4019.31,0
7222.05,3797.95,1040,3733.85,6040.51,362564,6350.26,5361.54,1357.95,6215.38,3273.33,3091.28,276.41,715897,4128.55,4108.47,4036.59,4120.95,4157.51,4005.95,4121.29,4065.32,4171.71,4154.04,0
4215.38,3967.69,4214.36,4094.36,4331.79,4614.87,4074.36,4610.77,4204.62,4214.36,4171.28,4241.54,4547.69,4290.77,4007.05,3978.15,4184.41,4179.43,4003.58,4097.05,4092.57,4074.33,4125.83,4014.67,0
4255.9,3998.97,4230.77,4118.46,4342.56,4615.9,4098.46,4581.54,4183.08,4191.79,4170.77,4256.92,4546.15,4302.56,3957.71,4086.22,3991.96,4050.21,4150.6,4141.41,4157.75,4017.93,4153.94,4088.85,0
4387.69,3993.33,4300,4133.85,4350.26,4621.03,4079.49,4601.03,4192.82,4255.38,4230.77,4316.92,4663.08,4445.64,4079.11,4107.01,3972.93,4187.31,4086.66,4043.1,3984.72,4083.29,4050.69,4182.75,1
4272.82,4014.36,4252.82,4111.28,4334.36,4608.21,4046.15,4605.64,4189.23,4217.95,4189.74,4261.54,4609.23,4335.38,4075.09,4042.12,4053.03,4198.31,4050.41,4093.37,4011.75,4167.38,4164.55,4057.48,1
4352.31,3987.69,4280,4137.44,4327.69,4612.31,4073.33,4605.13,4196.92,4233.85,4192.82,4305.64,4647.69,4425.64,4081.95,4010.9,3975.14,4093.86,4061.51,3982.23,4095.19,3980.82,3991.73,4006.47,1
4280,4005.13,4255.38,4106.67,4331.79,4607.18,4049.23,4597.44,4179.49,4215.38,4185.13,4264.1,4600.51,4334.36,4153.71,4017.83,4192.02,3958.08,4094.43,4091.32,4143.48,4099.37,4095.73,3950.56,1
4289.74,4013.85,4264.1,4137.44,4325.64,4615.9,4065.13,4594.36,4177.95,4208.21,4179.49,4268.72,4582.05,4338.46,4175.91,4196.68,4021.03,4076.8,4108.0,3965.75,4043.79,4013.54,4087.92,4097.85,0
4309.74,4005.13,4263.59,4127.69,4348.21,4621.54,4077.95,4610.26,4215.9,4242.56,4215.38,4292.82,4620.51,4367.69,4057.14,4173.28,4086.98,4088.21,4104.04,4136.93,4075.53,4157.55,4028.46,4173.31,0
4290.77,4030.77,4270.77,4135.38,4343.59,4623.59,4046.15,4601.54,4193.33,4227.18,4204.62,4281.03,4629.74,4346.67,4062.89,4006.51,4016.58,4187.05,3971.28,4069.07,4109.88,4104.97,4055.01,4066.71,1
4256.92,3970.77,4261.54,4105.13,4338.46,4637.95,4102.05,4637.44,4217.95,4231.79,4196.41,4282.05,4591.79,4343.08,4113.74,3970.42,4147.18,4081.13,4164.5,4002.41,4118.01,4074.98,4051.02,3971.97,0
4263.08,3978.46,4239.49,4097.44,4335.9,4609.74,4074.36,4602.56,4187.18,4222.05,4189.23,4260,4604.1,4341.03,4156.87,3977.28,4011.44,3993.73,3981.93,4114.81,4170.21,4191.54,3968.52,4104.2,1
4281.54,4006.15,4260.51,4128.21,4331.79,4623.08,4068.21,4600.51,4193.33,4224.62,4184.1,4271.79,4587.69,4331.79,4094.84,4097.04,4010.22,4026.01,4120.27,4164.29,4016.82,4083.0,3987.64,4153.78,0
4289.23,4001.54,4261.54,4120,4327.69,4610.26,4060,4629.74,4205.64,4229.74,4196.41,4286.67,4602.56,4363.08,4064.66,4010.6,4164.18,4074.73,4166.61,4113.94,4079.62,4133.43,4017.94,4197.36,0
4269.74,3955.9,4257.95,4093.33,4326.67,4615.38,4077.44,4635.9,4211.79,4226.67,4196.92,4275.38,4586.67,4335.38,4003.95,3954.63,4165.32,3999.16,4172.51,4001.46,4071.98,4014.94,4049.98,3988.55,0
4277.44,4000,4260.51,4113.85,4343.59,4613.85,4065.64,4591.79,4178.46,4210.77,4182.05,4271.79,4612.31,4349.23,4120.87,4023.27,4158.95,4149.51,3990.69,4009.17,4035.46,4065.15,4116.09,4015.91,1
4312.31,3962.05,4262.56,4108.21,4339.49,4621.54,4103.59,4637.95,4221.54,4243.08,4234.87,4312.82,4655.38,4392.82,4005.35,4160.73,3982.42,4143.29,4067.06,4156.15,4029.15,4029.61,4123.64,3994.36,1
4326.67,4027.18,4265.64,4113.85,4340,4616.41,4063.08,4590.77,4192.31,4238.97,4204.62,4290.77,4607.69,4377.95,3992.91,4095.91,4182.99,4196.65,4045.48,4017.64,4105.27,4165.49,4098.49,4155.4,0
4277.95,3993.85,4238.46,4106.15,4327.69,4606.67,4048.21,4592.82,4175.9,4208.21,4178.97,4257.95,4604.62,4329.74,3984.98,4013.76,4020.37,4113.04,3978.36,4015.96,4041.49,4032.72,4086.99,3960.13,1
4330.77,4024.62,4275.9,4120,4344.62,4627.18,4070.77,4601.54,4196.41,4240.51,4209.74,4292.82,4621.54,4386.15,4037.97,3973.35,4032.19,4173.36,4068.38,4114.26,4081.46,4145.96,4037.91,3972.13,0
4271.28,4005.64,4236.41,4085.64,4343.08,4620.51,4105.64,4626.67,4216.41,4227.18,4190.77,4274.87,4617.44,4333.85,3954.08,4150.89,4143.96,3979.25,4139.92,4185.66,3956.62,4085.76,3958.91,3999.52,1
4276.41,4013.33,4262.56,4096.92,4341.54,4617.44,4101.03,4614.36,4199.49,4224.1,4207.69,4287.69,4612.82,4341.54,4068.75,4085.73,4126.42,4112.55,4134.0,3953.08,4022.57,4058.73,4084.02,4116.03,1
4290.77,4029.23,4248.21,4132.31,4346.67,4618.97,4085.64,4573.85,4176.92,4211.28,4192.82,4269.23,4585.64,4341.03,4037.21,4094.49,4018.67,4051.45,4170.11,3955.64,4108.95,4007.77,4140.68,3972.82,0
4342.05,4074.36,4284.1,4152.82,4349.23,4627.18,4112.82,4611.28,4214.87,4233.33,4197.44,4290.77,4587.18,4385.13,4120.33,3964.11,3997.03,4000.68,4010.95,4056.19,3958.85,4087.62,4100.23,4033.64,1
4302.05,3986.15,4268.72,4135.9,4335.9,4617.95,4084.1,4600.51,4203.08,4224.1,4196.92,4286.15,4609.23,4362.56,4017.19,4098.12,4186.87,4023.97,4191.84,4162.56,4136.86,4183.8,4000.55,4088.06,0
4265.64,3989.74,4242.56,4121.03,4323.08,4615.38,4041.03,4599.49,4196.41,4219.49,4192.31,4262.56,4610.77,4327.18,3982.19,4181.66,4173.62,4156.93,3991.68,3950.43,4162.78,4163.32,4020.34,3963.18,1
4281.54,3964.62,4230.77,4101.54,4320.51,4594.87,4063.08,4598.46,4193.85,4227.18,4190.26,4281.54,4617.44,4364.1,4110.16,3978.36,4165.63,4186.18,4018.84,4159.83,4025.54,4075.74,3975.25,3968.78,1
4312.31,4003.59,4259.49,4117.44,4342.56,4570.77,4085.13,4591.79,4178.97,4215.9,4195.9,4284.62,4594.87,4357.44,4079.05,4189.7,4187.44,4091.35,4023.82,3994.83,4116.08,3977.0,4123.81,4003.29,0
4277.95,3986.67,4257.95,4105.64,4325.64,4614.87,4056.41,4615.38,4197.95,4211.79,4190.77,4274.87,4604.62,4350.26,4019.55,4078.84,4191.57,4052.91,4016.51,4070.07,4076.57,4147.66,4086.98,4127.28,0
4305.13,3982.56,4273.33,4107.18,4320,4618.46,4069.74,4622.56,4205.13,4244.1,4208.72,4296.41,4601.54,4370.26,3950.05,4149.49,4040.8,4000.82,4078.21,4037.1,4141.74,3970.3,4142.26,4088.53,0
4288.21,4028.72,4276.92,4138.46,4344.1,4632.31,4086.67,4616.41,4193.33,4202.05,4172.82,4271.28,4539.49,4333.85,4137.4,4048.67,3961.85,4153.09,4063.2,4190.14,3993.54,4155.57,4047.32,4127.09,1
4289.74,4004.62,4261.54,4107.18,4334.87,4613.85,4057.44,4612.82,4204.1,4232.31,4207.69,4281.03,4611.28,4357.95,4045.65,4097.66,4172.69,4162.73,4085.54,4047.25,4060.67,4106.55,4137.32,4171.21,0
4335.38,3990.26,4278.97,4143.59,4331.28,4605.64,4069.74,4607.18,4203.59,4240.51,4192.82,4296.41,4640.51,4413.33,3972.69,4182.85,4073.63,4163.59,3974.26,3956.71,4009.45,4131.69,4111.28,4052.03,1
4283.08,4021.54,4250.77,4115.38,4335.9,4616.41,4048.72,4612.31,4197.95,4224.1,4186.15,4254.36,4603.59,4334.87,4021.15,4017.8,3989.21,4055.17,3989.41,3996.4,3980.79,4006.53,4148.21,4124.09,1
4358.46,3977.95,4278.46,4114.87,4328.72,4617.44,4094.36,4623.59,4209.74,4234.36,4247.69,4320,4671.79,4424.62,4034.72,4067.16,4138.72,4067.8,4064.03,4010.24,4074.28,4070.78,4043.4,3969.26,1
4274.36,4004.1,4236.92,4085.64,4343.59,4627.18,4118.97,4632.82,4224.1,4237.44,4195.38,4274.36,4620.51,4335.9,4149.23,3978.01,4146.96,4038.21,4075.83,3968.58,3988.24,4069.45,4122.92,4155.8,1
4283.08,3999.49,4261.03,4117.95,4330.77,4618.97,4062.56,4622.56,4198.97,4229.74,4202.05,4280,4610.26,4353.33,4026.04,4057.26,3985.97,3974.25,4064.2,4045.76,4111.42,4119.72,4139.66,4027.0,0
4288.21,3996.92,4249.74,4120,4328.72,4597.44,4077.95,4607.18,4191.79,4226.15,4204.1,4283.59,4606.15,4349.23,4081.92,4047.79,4165.22,4104.66,4125.47,3966.91,4177.15,4023.14,4121.09,4162.48,0
4284.62,3991.28,4266.15,4124.62,4320,4615.9,4045.13,4614.36,4195.38,4212.31,4184.1,4278.97,4599.49,4334.36,4157.11,4056.43,4134.9,4009.55,4123.57,4045.0,4071.09,4025.44,4002.97,4034.31,1
4305.13,4004.1,4278.97,4137.44,4340,4602.56,4087.69,4635.9,4220,4235.38,4218.46,4291.79,4630.77,4377.95,4073.01,4179.32,3970.69,4128.11,4047.65,3993.34,4077.41,4050.11,4179.91,4036.87,0
4287.18,4010.26,4256.41,4114.87,4328.72,4617.44,4076.92,4597.44,4188.72,4227.18,4177.44,4271.79,4591.28,4347.18,4096.79,4027.96,3962.74,4182.85,4006.46,3995.13,4071.24,4185.72,4057.52,3993.9,0
4272.82,3988.21,4244.1,4103.08,4327.69,4618.97,4058.46,4626.15,4202.56,4231.79,4205.13,4267.69,4606.67,4341.54,4012.11,4173.45,4098.6,3962.6,4179.16,4084.14,4121.99,4038.8,3963.3,4176.35,0
